Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
GERAKAN,MA WOEI CHYI,17314,0,0,2008-GE,2008,GE,WP,P117,SEGAMBUT,59690,36,52,12,0,0,0,0,0,0,541,43531,630
GERAKAN,DR TAN KEE KWONG,28061,0,16968,2004-GE,2004,GE,WP,P117,SEGAMBUT,57349,35,49,15,1,0,0,0,0,0,640,39794,467
DAP,KUAN PERK SIONG,11093,0,0,2004-GE,2004,GE,WP,P117,SEGAMBUT,57349,35,49,15,1,0,0,0,0,0,640,39794,467
PKR,NIK NAZMI BIN NIK AHMAD,34471,NIK NAZMI BIN NIK AHMAD,14372,2018-GE,2018,GE,WP,P118,SETIAWANGSA,72136,62,26,10,2,0,0,0,17398,52,0,0,0
UMNO,ZULHASNAN BIN RAFIQUE,20099,ZULHASNAN BIN RAFIQUE,0,2018-GE,2018,GE,WP,P118,SETIAWANGSA,72136,62,26,10,2,0,0,0,17398,52,0,0,0
PAS,UBAID ABD AKLA,6282,USTAZ UBAID BIN HAJI ABD AKLA,0,2018-GE,2018,GE,WP,P118,SETIAWANGSA,72136,62,26,10,2,0,0,0,17398,52,0,0,0
UMNO,AHMAD FAUZI BIN ZAHARI,26809,0,1390,2013-GE,2013,GE,WP,P118,SETIAWANGSA,62309,56,30,11,3,0,0,0,0,0,502,52730,0
PKR,IBRAHIM BIN YAACOB,25419,0,0,2013-GE,2013,GE,WP,P118,SETIAWANGSA,62309,56,30,11,3,0,0,0,0,0,502,52730,0
UMNO,ZULHASNAN RAFIQUE,25489,0,8134,2008-GE,2008,GE,WP,P118,SETIAWANGSA,57161,56,33,9,1,0,0,0,0,0,918,45096,1334
PKR,IBRAHIM YAAKOB,17355,0,0,2008-GE,2008,GE,WP,P118,SETIAWANGSA,57161,56,33,9,1,0,0,0,0,0,918,45096,1334
UMNO,DATUK ZULHASNAN RAFIQUE,27757,0,19669,2004-GE,2004,GE,WP,P118,SETIAWANGSA,51536,52,36,10,1,0,0,0,0,0,292,36137,0
PAS,MEJAR (B) ABDUL RASHID HASSAN BASRI,8088,0,0,2004-GE,2004,GE,WP,P118,SETIAWANGSA,51536,52,36,10,1,0,0,0,0,0,292,36137,0
BERSATU,RINA BINTI MOHD HARUN,23840,RINA MOHD HARUN,4139,2018-GE,2018,GE,WP,P119,TITIWANGSA,61598,72,17,9,2,0,0,0,2695,35,0,0,0
UMNO,JOHARI BIN ABDUL GHANI,19701,DATUK SERI JOHARI GHANI,0,2018-GE,2018,GE,WP,P119,TITIWANGSA,61598,72,17,9,2,0,0,0,2695,35,0,0,0
PAS,MOHAMAD NOOR BIN MOHAMAD,6845,HAJI MOHAMAD NOOR MOHAMAD,0,2018-GE,2018,GE,WP,P119,TITIWANGSA,61598,72,17,9,2,0,0,0,2695,35,0,0,0
UMNO,JOHARI BIN ABDUL GHANI,23034,0,866,2013-GE,2013,GE,WP,P119,TITIWANGSA,55282,68,20,10,2,0,0,0,0,0,311,45513,0
PAS,AHMAD ZAMRI BIN ASA'AD KHUZAMI,22168,0,0,2013-GE,2013,GE,WP,P119,TITIWANGSA,55282,68,20,10,2,0,0,0,0,0,311,45513,0
PAS,DR LO' LO' MOHD GHAZALI,17857,0,1972,2008-GE,2008,GE,WP,P119,TITIWANGSA,49892,67,24,9,0,0,0,0,0,0,191,33933,0
UMNO,AZIZ JAMALUDDIN MOHD TAHIR,15885,0,0,2008-GE,2008,GE,WP,P119,TITIWANGSA,49892,67,24,9,0,0,0,0,0,0,191,33933,0
UMNO,DATUK ASTAMAN ABDUL AZIZ,22910,0,11815,2004-GE,2004,GE,WP,P119,TITIWANGSA,52017,64,24,11,1,0,0,0,0,0,189,34194,786
PAS,MOHAMAD NOOR MOHAMAD,11095,0,0,2004-GE,2004,GE,WP,P119,TITIWANGSA,52017,64,24,11,1,0,0,0,0,0,189,34194,786
DAP,FONG KUI LUN,44516,FONG KUI LUN,37260,2018-GE,2018,GE,WP,P120,BUKIT BINTANG,69526,13,75,11,1,0,0,0,3769,20,0,0,0
MCA,TAN EAN EAN,7256,ANN TAN EAN EAN,0,2018-GE,2018,GE,WP,P120,BUKIT BINTANG,69526,13,75,11,1,0,0,0,3769,20,0,0,0
PFP,KHAIRUL HUSNI BIN OTHMAN,636,KHAIRUL,0,2018-GE,2018,GE,WP,P120,BUKIT BINTANG,69526,13,75,11,1,0,0,0,3769,20,0,0,0
DAP,FONG KUI LUN,30408,0,19399,2013-GE,2013,GE,WP,P120,BUKIT BINTANG,55721,14,73,11,2,0,0,0,0,0,355,41772,0
MCA,GAN JOON ZIN,11009,0,0,2013-GE,2013,GE,WP,P120,BUKIT BINTANG,55721,14,73,11,2,0,0,0,0,0,355,41772,0
DAP,FONG KUI LUN,26811,0,14277,2008-GE,2008,GE,WP,P120,BUKIT BINTANG,59986,15,75,10,0,0,0,0,0,0,466,40441,630
MCA,LEE CHONG MENG,12534,0,0,2008-GE,2008,GE,WP,P120,BUKIT BINTANG,59986,15,75,10,0,0,0,0,0,0,466,40441,630
DAP,FONG KUI LUN,19103,0,304,2004-GE,2004,GE,WP,P120,BUKIT BINTANG,65112,13,76,11,1,0,0,0,0,0,298,39439,499
MCA,TAN CHEW MOOI,18799,0,0,2004-GE,2004,GE,WP,P120,BUKIT BINTANG,65112,13,76,11,1,0,0,0,0,0,298,39439,499
MDP,WEE CHOO KEONG,1107,0,0,2004-GE,2004,GE,WP,P120,BUKIT BINTANG,65112,13,76,11,1,0,0,0,0,0,298,39439,499
IND,BILLI LIM PENG SOON,132,0,0,2004-GE,2004,GE,WP,P120,BUKIT BINTANG,65112,13,76,11,1,0,0,0,0,0,298,39439,499
PKR,AHMAD FAHMI BIN MOHAMED FADZIL,33313,FAHMI FADZIL,5598,2018-GE,2018,GE,WP,P121,LEMBAH PANTAI,80346,63,19,16,2,0,0,0,10250,35,0,0,0
UMNO,RAJA NONG CHIK RAJA ZAINAL ABIDIN,27715,RAJA NONG CHIK,0,2018-GE,2018,GE,WP,P121,LEMBAH PANTAI,80346,63,19,16,2,0,0,0,10250,35,0,0,0
PAS,FAUZI ABU BAKAR,5277,FAUZI BIN ABU BAKAR,0,2018-GE,2018,GE,WP,P121,LEMBAH PANTAI,80346,63,19,16,2,0,0,0,10250,35,0,0,0
PKR,NURUL IZZAH BINTI ANWAR,31008,0,1847,2013-GE,2013,GE,WP,P121,LEMBAH PANTAI,72396,55,23,20,2,0,0,0,0,0,519,60855,0
UMNO,RAJA NONG CHIK BIN RAJA ZAINAL ABIDIN,29161,0,0,2013-GE,2013,GE,WP,P121,LEMBAH PANTAI,72396,55,23,20,2,0,0,0,0,0,519,60855,0
IND,RUSLI BIN BABA,167,0,0,2013-GE,2013,GE,WP,P121,LEMBAH PANTAI,72396,55,23,20,2,0,0,0,0,0,519,60855,0
PKR,NURUL IZZAH ANWAR,21728,0,2895,2008-GE,2008,GE,WP,P121,LEMBAH PANTAI,56650,55,27,18,0,0,0,0,0,0,239,41289,0
UMNO,DATUK SERI SHAHRIZAT ABDUL JALIL,18833,0,0,2008-GE,2008,GE,WP,P121,LEMBAH PANTAI,56650,55,27,18,0,0,0,0,0,0,239,41289,0
IND,N PERIASAMY,489,0,0,2008-GE,2008,GE,WP,P121,LEMBAH PANTAI,56650,55,27,18,0,0,0,0,0,0,239,41289,0
UMNO,DATUK SERI SHAHRIZAT ABDUL JALIL,26474,0,15288,2004-GE,2004,GE,WP,P121,LEMBAH PANTAI,56562,53,26,20,1,0,0,0,0,0,213,37873,85
PKR,SANUSI OSMAN,11186,0,0,2004-GE,2004,GE,WP,P121,LEMBAH PANTAI,56562,53,26,20,1,0,0,0,0,0,213,37873,85
DAP,TERESA KOK SUH SIM,63094,TERESA KOK,56059,2018-GE,2018,GE,WP,P122,SEPUTEH,86256,9,82,8,1,0,0,0,79,53,0,0,0
MCA,CHAN QUIN ER,7035,CHAN QUIN ER,0,2018-GE,2018,GE,WP,P122,SEPUTEH,86256,9,82,8,1,0,0,0,79,53,0,0,0
DAP,TERESA KOK SUH SIM,61500,0,51552,2013-GE,2013,GE,WP,P122,SEPUTEH,85976,5,88,6,1,0,0,0,0,0,302,71750,0
MCA,WONG SIAW TING,9948,0,0,2013-GE,2013,GE,WP,P122,SEPUTEH,85976,5,88,6,1,0,0,0,0,0,302,71750,0
DAP,TERESA KOK SUH SIM,47230,0,36492,2008-GE,2008,GE,WP,P122,SEPUTEH,76891,6,87,5,0,0,0,0,0,0,174,58207,65
MCA,CAROL CHEW CHEE LIN,10738,0,0,2008-GE,2008,GE,WP,P122,SEPUTEH,76891,6,87,5,0,0,0,0,0,0,174,58207,65
DAP,TERESA KOK SUH SIM,33197,0,12895,2004-GE,2004,GE,WP,P122,SEPUTEH,74702,5,89,5,1,0,0,0,0,0,164,46503,29
MCA,CHIN YEN FOO,20302,0,0,2004-GE,2004,GE,WP,P122,SEPUTEH,74702,5,89,5,1,0,0,0,0,0,164,46503,29
DAP,TAN KOK WAI,56671,TAN KOK WAI,49665,2018-GE,2018,GE,WP,P123,CHERAS,78819,10,83,7,1,0,0,0,457,24,0,0,0
MCA,HENG SINN YEE,7006,HENG SINN YEE,0,2018-GE,2018,GE,WP,P123,CHERAS,78819,10,83,7,1,0,0,0,457,24,0,0,0
DAP,TAN KOK WAI,48249,0,37409,2013-GE,2013,GE,WP,P123,CHERAS,72551,10,82,7,1,0,0,0,0,0,315,59404,0
MCA,TEOH CHEE HOOI,10840,0,0,2013-GE,2013,GE,WP,P123,CHERAS,72551,10,82,7,1,0,0,0,0,0,315,59404,0
DAP,TAN KOK WAI,39253,0,28300,2008-GE,2008,GE,WP,P123,CHERAS,68725,10,84,6,0,0,0,0,0,0,244,50571,121
MCA,JEFFREY GOH SIM IK,10953,0,0,2008-GE,2008,GE,WP,P123,CHERAS,68725,10,84,6,0,0,0,0,0,0,244,50571,121
DAP,TAN KOK WAI,29056,0,11861,2004-GE,2004,GE,WP,P123,CHERAS,67794,9,83,7,0,0,0,0,0,0,236,43146,54
MCA,LEE BOON KOK,17195,0,0,2004-GE,2004,GE,WP,P123,CHERAS,67794,9,83,7,0,0,0,0,0,0,236,43146,54
PKR,KAMARUDIN BIN JAFFAR,41126,DATO' KAMARUDIN JAFFAR,19930,2018-GE,2018,GE,WP,P124,BANDAR TUN RAZAK,83650,61,29,8,1,0,0,0,5469,38,0,0,0
UMNO,ADNAN BIN SEMAN @ ABDULLAH,21196,ADNAN BIN SEMAN,0,2018-GE,2018,GE,WP,P124,BANDAR TUN RAZAK,83650,61,29,8,1,0,0,0,5469,38,0,0,0
PAS,ROSNI BINTI ADAM,7884,DR ROSNI ADAM,0,2018-GE,2018,GE,WP,P124,BANDAR TUN RAZAK,83650,61,29,8,1,0,0,0,5469,38,0,0,0
PKR,ABD KHALID BIN IBRAHIM,44067,0,11832,2013-GE,2013,GE,WP,P124,BANDAR TUN RAZAK,90993,53,37,9,2,0,0,0,0,0,861,78147,0
MCA,TAN KOK ENG,32235,0,0,2013-GE,2013,GE,WP,P124,BANDAR TUN RAZAK,90993,53,37,9,2,0,0,0,0,0,861,78147,0
IND,MOHAMAD SUKERI BIN ABDUL SAMAT,793,0,0,2013-GE,2013,GE,WP,P124,BANDAR TUN RAZAK,90993,53,37,9,2,0,0,0,0,0,861,78147,0
IND,MOKHTAR BIN SALAHUDIN,191,0,0,2013-GE,2013,GE,WP,P124,BANDAR TUN RAZAK,90993,53,37,9,2,0,0,0,0,0,861,78147,0
PKR,ABDUL KHALID IBRAHIM,28123,0,2515,2008-GE,2008,GE,WP,P124,BANDAR TUN RAZAK,72628,53,40,7,1,0,0,0,0,0,557,54995,707
MCA,TAN CHAI HO,25608,0,0,2008-GE,2008,GE,WP,P124,BANDAR TUN RAZAK,72628,53,40,7,1,0,0,0,0,0,557,54995,707
MCA,DATUK TAN CHAI HO,33223,0,17527,2004-GE,2004,GE,WP,P124,BANDAR TUN RAZAK,67241,51,40,8,1,0,0,0,0,0,600,49519,496
PKR,DR ROSLI IBRAHIM,15696,0,0,2004-GE,2004,GE,WP,P124,BANDAR TUN RAZAK,67241,51,40,8,1,0,0,0,0,0,600,49519,496
UMNO,TENGKU ADNAN TENGKU MANSUR,12148,TENGKU ADNAN BIN TENGKU MANSOR,3372,2018-GE,2018,GE,WP,P125,PUTRAJAYA,27306,95,1,3,1,0,0,0,823,75,0,0,0
BERSATU,SAMSU ADABI BIN MAMAT,8776,SAMSU ADABI BIN MAMAT,0,2018-GE,2018,GE,WP,P125,PUTRAJAYA,27306,95,1,3,1,0,0,0,823,75,0,0,0
PAS,ZAINAL ABIDIN KIDAM,3634,HJ ZAINAL ABIDIN KIDAM,0,2018-GE,2018,GE,WP,P125,PUTRAJAYA,27306,95,1,3,1,0,0,0,823,75,0,0,0
UMNO,TENGKU ADNAN BIN TENGKU MANSOR,9943,0,5541,2013-GE,2013,GE,WP,P125,PUTRAJAYA,15791,94,1,3,2,0,0,0,0,0,73,14418,0
PAS,HUSAM BIN MUSA,4402,0,0,2013-GE,2013,GE,WP,P125,PUTRAJAYA,15791,94,1,3,2,0,0,0,0,0,73,14418,0
UMNO,TENGKU ADNAN TENGKU MANSOR,4038,0,2734,2008-GE,2008,GE,WP,P125,PUTRAJAYA,6608,95,1,4,0,0,0,0,0,0,38,5416,36
PAS,MOHAMMAD NOR MOHAMAD,1304,0,0,2008-GE,2008,GE,WP,P125,PUTRAJAYA,6608,95,1,4,0,0,0,0,0,0,38,5416,36
UMNO,DATUK TENGKU ADNAN TENGKU MANSOR,4086,0,3546,2004-GE,2004,GE,WP,P125,PUTRAJAYA,5079,95,2,3,1,0,0,0,0,0,28,4654,8
PKR,ABDUL RAHMAN OTHMAN,540,0,0,2004-GE,2004,GE,WP,P125,PUTRAJAYA,5079,95,2,3,1,0,0,0,0,0,28,4654,8
UMNO,JALALUDDIN BIN ALIAS,19062,JALALUDDIN BIN ALIAS,2045,2018-GE,2018,GE,NS,P126,JELEBU,48522,65,24,6,5,0,0,0,1720,4,0,0,0
AMANAH,MUSTAFAR BIN AB KADIR,17017,IR MUSTAFAR KADIR,0,2018-GE,2018,GE,NS,P126,JELEBU,48522,65,24,6,5,0,0,0,1720,4,0,0,0
PAS,NORMAN BIN IPIN,2878,NORMAN IPIN,0,2018-GE,2018,GE,NS,P126,JELEBU,48522,65,24,6,5,0,0,0,1720,4,0,0,0
UMNO,ZAINUDIN BIN ISMAIL,22114,0,7101,2013-GE,2013,GE,NS,P126,JELEBU,44937,63,26,6,5,0,0,0,0,0,756,37883,0
PAS,RAJ MUNNI BINTI SABU,15013,0,0,2013-GE,2013,GE,NS,P126,JELEBU,44937,63,26,6,5,0,0,0,0,0,756,37883,0
UMNO,DATUK SERI DR RAIS YATIM,19737,0,11610,2008-GE,2008,GE,NS,P126,JELEBU,38682,62,28,7,3,0,0,0,0,0,769,29029,396
PAS,NORMAN IPIN,8127,0,0,2008-GE,2008,GE,NS,P126,JELEBU,38682,62,28,7,3,0,0,0,0,0,769,29029,396
UMNO,DATUK SERI DR RAIS YATIM,20650,0,14780,2004-GE,2004,GE,NS,P126,JELEBU,37716,61,30,7,2,0,0,0,0,0,860,27380,90
PAS,DR ROSLI YAAKOP,5870,0,0,2004-GE,2004,GE,NS,P126,JELEBU,37716,61,30,7,2,0,0,0,0,0,860,27380,90
UMNO,HAJI MOHD SALIM BIN SHARIF @ MOHD SHARIF,26819,DATO' HJ SALIM SHARIF,1631,2018-GE,2018,GE,NS,P127,JEMPOL,72122,64,23,12,1,0,0,0,420,6,0,0,0
BERSATU,KAMARULZAMAN BIN KAMDIAS,25188,KAMARULZAMAN KAMDIAS,0,2018-GE,2018,GE,NS,P127,JEMPOL,72122,64,23,12,1,0,0,0,420,6,0,0,0
PAS,MUSTAFFA BIN DAHARUN,5267,MUSTAFFA BIN DAHARUN,0,2018-GE,2018,GE,NS,P127,JEMPOL,72122,64,23,12,1,0,0,0,420,6,0,0,0
UMNO,MOHD ISA BIN ABDUL SAMAD,31109,0,8614,2013-GE,2013,GE,NS,P127,JEMPOL,65213,60,25,13,2,0,0,0,0,0,1097,54701,0
PAS,WAN AISHAH BINTI WAN ARIFFIN,22495,0,0,2013-GE,2013,GE,NS,P127,JEMPOL,65213,60,25,13,2,0,0,0,0,0,1097,54701,0
UMNO,DATUK LILAH YASIN,25294,0,12320,2008-GE,2008,GE,NS,P127,JEMPOL,53478,58,28,14,1,0,0,0,0,0,1054,39322,0
PAS,SITI MERIAM NAAN,12974,0,0,2008-GE,2008,GE,NS,P127,JEMPOL,53478,58,28,14,1,0,0,0,0,0,1054,39322,0
UMNO,TAN SRI MOHAMED ISA ABDUL SAMAD,26360,0,17080,2004-GE,2004,GE,NS,P127,JEMPOL,50553,57,29,14,0,0,0,0,0,0,1050,36690,0
PAS,MOHAMAD FOZI MOHD ZIN,9280,0,0,2004-GE,2004,GE,NS,P127,JEMPOL,50553,57,29,14,0,0,0,0,0,0,1050,36690,0
DAP,LOKE SIEW FOOK,55503,LOKE SIEW FOOK,30694,2018-GE,2018,GE,NS,P128,SEREMBAN,110168,49,37,13,1,0,0,0,1888,50,0,0,0
MCA,CHONG SIN WOON,24809,AH CHONG @ CHONG SIN WOON,0,2018-GE,2018,GE,NS,P128,SEREMBAN,110168,49,37,13,1,0,0,0,1888,50,0,0,0
PAS,SHARIFFUDDIN BIN AHMAD,11506,HAJI SHARIFUDDIN,0,2018-GE,2018,GE,NS,P128,SEREMBAN,110168,49,37,13,1,0,0,0,1888,50,0,0,0
DAP,LOKE SIEW FOOK,45628,0,12553,2013-GE,2013,GE,NS,P128,SEREMBAN,102305,44,41,14,2,0,0,0,0,0,1486,87359,0
MCA,YEOW CHAI THIAM,33075,0,0,2013-GE,2013,GE,NS,P128,SEREMBAN,102305,44,41,14,2,0,0,0,0,0,1486,87359,0
BERJASA,ABDUL HALIM BIN ABDULLAH,6866,0,0,2013-GE,2013,GE,NS,P128,SEREMBAN,102305,44,41,14,2,0,0,0,0,0,1486,87359,0
IND,JOHN A/L FERNANDEZ,221,0,0,2013-GE,2013,GE,NS,P128,SEREMBAN,102305,44,41,14,2,0,0,0,0,0,1486,87359,0
IND,BUJANG BIN ABU,83,0,0,2013-GE,2013,GE,NS,P128,SEREMBAN,102305,44,41,14,2,0,0,0,0,0,1486,87359,0
DAP,JOHN FERNANDEZ,32970,0,3948,2008-GE,2008,GE,NS,P128,SEREMBAN,84675,42,46,12,0,0,0,0,0,0,2248,64437,197
MCA,DATUK YU CHOK TOW,29022,0,0,2008-GE,2008,GE,NS,P128,SEREMBAN,84675,42,46,12,0,0,0,0,0,0,2248,64437,197
MCA,DATUK HON CHOON KIM,36542,0,16236,2004-GE,2004,GE,NS,P128,SEREMBAN,81704,39,48,12,1,0,0,0,0,0,2190,59038,134
DAP,CHOONG YEN LOONG,20306,0,0,2004-GE,2004,GE,NS,P128,SEREMBAN,81704,39,48,12,1,0,0,0,0,0,2190,59038,134
BERSATU,EDDIN SYAZLEE BIN SHITH,18045,EDDIN SYAZLEE SHITH,200,2018-GE,2018,GE,NS,P129,KUALA PILAH,49801,77,16,5,2,0,0,0,355,12,0,0,0
UMNO,HASAN BIN MALEK,17845,HASAN BIN MALEK,0,2018-GE,2018,GE,NS,P129,KUALA PILAH,49801,77,16,5,2,0,0,0,355,12,0,0,0
PAS,RAFIEI BIN MUSTAPHA,4347,HAJI RAFIEI,0,2018-GE,2018,GE,NS,P129,KUALA PILAH,49801,77,16,5,2,0,0,0,355,12,0,0,0
UMNO,HASAN BIN MALEK,24507,0,9661,2013-GE,2013,GE,NS,P129,KUALA PILAH,47671,76,17,5,2,0,0,0,0,0,794,40147,0
PKR,MOHD NAZREE BIN MOHD YUNUS,14846,0,0,2013-GE,2013,GE,NS,P129,KUALA PILAH,47671,76,17,5,2,0,0,0,0,0,794,40147,0
UMNO,DATUK HASSAN MALEK,20417,0,10008,2008-GE,2008,GE,NS,P129,KUALA PILAH,42328,77,18,5,0,0,0,0,0,0,908,31734,0
PKR,ANNUAR MOHD SALLEH,10409,0,0,2008-GE,2008,GE,NS,P129,KUALA PILAH,42328,77,18,5,0,0,0,0,0,0,908,31734,0
UMNO,DATUK HASAN MALEK,22105,0,13342,2004-GE,2004,GE,NS,P129,KUALA PILAH,43094,75,18,5,1,0,0,0,0,0,910,31778,0
PKR,ANNUAR MOHD SALEH,8763,0,0,2004-GE,2004,GE,NS,P129,KUALA PILAH,43094,75,18,5,1,0,0,0,0,0,910,31778,0
DAP,CHA KEE CHIN,61806,CHA KEE CHIN,46867,2018-GE,2018,GE,NS,P130,RASAH,102838,30,48,21,2,0,0,0,2547,43,0,0,0
MCA,NG KIAN NAM,14939,NG KIAN NAM,0,2018-GE,2018,GE,NS,P130,RASAH,102838,30,48,21,2,0,0,0,2547,43,0,0,0
PAS,MOHD KHAIRIL ANUAR BIN MOHD WAFA,8260,USTAZ KHAIRIL ANUAR WAFA,0,2018-GE,2018,GE,NS,P130,RASAH,102838,30,48,21,2,0,0,0,2547,43,0,0,0
PAP,DAVID DASS ASEERPATHAM,302,DAVID DASS ASEERPATHAM,0,2018-GE,2018,GE,NS,P130,RASAH,102838,30,48,21,2,0,0,0,2547,43,0,0,0
DAP,TEO KOK SEONG,48964,0,23485,2013-GE,2013,GE,NS,P130,RASAH,88403,28,48,22,2,0,0,0,0,0,1208,75651,0
MCA,TEO ENG KIAN,25479,0,0,2013-GE,2013,GE,NS,P130,RASAH,88403,28,48,22,2,0,0,0,0,0,1208,75651,0
DAP,LOKE SIEW FOOK,34271,0,13151,2008-GE,2008,GE,NS,P130,RASAH,72115,28,52,20,1,0,0,0,0,0,1261,56654,2
MCA,DATUK DR YEOW CHAI THIAM,21120,0,0,2008-GE,2008,GE,NS,P130,RASAH,72115,28,52,20,1,0,0,0,0,0,1261,56654,2
MCA,DATUK GOH SIOW HUAT,25009,0,4563,2004-GE,2004,GE,NS,P130,RASAH,65152,27,52,21,1,0,0,0,0,0,1294,46749,1
DAP,CHAN SU SANN,20446,0,0,2004-GE,2004,GE,NS,P130,RASAH,65152,27,52,21,1,0,0,0,0,0,1294,46749,1
UMNO,KHAIRY JAMALUDDIN BIN ABU BAKAR,36096,KHAIRY JAMALUDDIN,4364,2018-GE,2018,GE,NS,P131,REMBAU,88365,74,10,15,1,0,0,0,1153,43,0,0,0
PKR,ROSELI BIN ABDUL GANI,31732,LT KOL ROSELI BIN ABDUL GANI (B),0,2018-GE,2018,GE,NS,P131,REMBAU,88365,74,10,15,1,0,0,0,1153,43,0,0,0
PAS,MUSTAFA BIN DOLAH,6028,MUSTAFA,0,2018-GE,2018,GE,NS,P131,REMBAU,88365,74,10,15,1,0,0,0,1153,43,0,0,0
UMNO,KHAIRY JAMALUDDIN ABU BAKAR,43053,0,18357,2013-GE,2013,GE,NS,P131,REMBAU,79661,70,12,16,1,0,0,0,0,0,1214,69288,0
PKR,RADZALI BIN A GHANI,24696,0,0,2013-GE,2013,GE,NS,P131,REMBAU,79661,70,12,16,1,0,0,0,0,0,1214,69288,0
IND,ABDUL AZIZ BIN HASSAN,325,0,0,2013-GE,2013,GE,NS,P131,REMBAU,79661,70,12,16,1,0,0,0,0,0,1214,69288,0
UMNO,KHAIRY JAMALUDDIN ABU BAKAR,26525,0,5746,2008-GE,2008,GE,NS,P131,REMBAU,62896,69,15,16,0,0,0,0,0,0,1086,48901,511
PKR,BADRUL HISHAM SHAHARIN,20779,0,0,2008-GE,2008,GE,NS,P131,REMBAU,62896,69,15,16,0,0,0,0,0,0,1086,48901,511
UMNO,DATUK FIRDAUS MUHAMMAD ROM HARUN,28664,0,18656,2004-GE,2004,GE,NS,P131,REMBAU,53537,70,15,15,1,0,0,0,0,0,1114,39786,80
PAS,DR DZULKEFLI AHMAD,10008,0,0,2004-GE,2004,GE,NS,P131,REMBAU,53537,70,15,15,1,0,0,0,0,0,1114,39786,80
PKR,DANYAL BALAGOPAL ABDULLAH,36225,DATO DANYAL,17710,2018-GE,2018,GE,NS,P132,PORT DICKSON,75212,43,33,22,2,0,0,0,7084,13,0,0,0
MIC,MOGAN A/L VELAYATHAM,18515,DATO VS MOGAN,0,2018-GE,2018,GE,NS,P132,PORT DICKSON,75212,43,33,22,2,0,0,0,7084,13,0,0,0
PAS,MAHFUZ BIN ROSLAN,6594,USTAZ MAHFUZ ROSLAN,0,2018-GE,2018,GE,NS,P132,PORT DICKSON,75212,43,33,22,2,0,0,0,7084,13,0,0,0
PKR,ANWAR BIN IBRAHIM,31016,DATO SERI ANWAR BIN IBRAHIM,23560,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
PAS,MOHD NAZARI MOKHTAR,7456,MOHD NAZARI MOKHTAR,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
IND,MOHD ISA ABDUL SAMAD,4230,MOHD ISA ABDUL SAMAD,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
IND,STEVIE CHAN KENG LEONG,337,STEVIE CHAN KENG LEONG,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
IND,LAU SECK YAN,214,LAU SECK YAN,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
IND,KAN CHEE YUEN,154,KAN CHEE YUEN,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
IND,SAIFUL BUKHARI AZLAN,82,SAIFUL BUKHARI AZLAN,0,2018-BYELECTION,2018,BYELECTION,NS,P132,PORT DICKSON,43489,43,33,22,2,0,0,0,7084,0,598,0,49
PKR,KAMARUL BAHARIN BIN ABBAS,29848,0,1579,2013-GE,2013,GE,NS,P132,TELUK KEMANG,70524,42,34,21,3,0,0,0,0,0,1344,59855,0
MIC,MOGAN A/L VELAYATHAM,28269,0,0,2013-GE,2013,GE,NS,P132,TELUK KEMANG,70524,42,34,21,3,0,0,0,0,0,1344,59855,0
IND,KAMARUDIN KUMARAVEL BIN ABDULLAH,394,0,0,2013-GE,2013,GE,NS,P132,TELUK KEMANG,70524,42,34,21,3,0,0,0,0,0,1344,59855,0
PKR,KAMARUL BAHARIN ABBAS,23348,0,2804,2008-GE,2008,GE,NS,P132,TELUK KEMANG,60186,41,36,22,1,0,0,0,0,0,1299,46613,821
MIC,DATUK S SOTHINATHAN,20544,0,0,2008-GE,2008,GE,NS,P132,TELUK KEMANG,60186,41,36,22,1,0,0,0,0,0,1299,46613,821
IND,MOHD RASHID ARSHAD,601,0,0,2008-GE,2008,GE,NS,P132,TELUK KEMANG,60186,41,36,22,1,0,0,0,0,0,1299,46613,821
MIC,S SOTHINATHAN,28494,0,17777,2004-GE,2004,GE,NS,P132,TELUK KEMANG,56459,37,38,24,1,0,0,0,0,0,1489,40700,489
PKR,AB MANAP SAHARDIN,10717,0,0,2004-GE,2004,GE,NS,P132,TELUK KEMANG,56459,37,38,24,1,0,0,0,0,0,1489,40700,489
AMANAH,HASAN BAHROM,22435,DR HASAN BAHROM,1002,2018-GE,2018,GE,NS,P133,TAMPIN,60765,63,24,12,2,0,0,0,5340,7,0,0,0
