Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
UMNO,DATUK SERI MOHD NAJIB TUN ABDUL RAZAK,31956,0,22922,2004-GE,2004,GE,PH,P85,PEKAN,52687,89,3,2,6,0,0,0,0,0,56,41046,0
PAS,BRIG JEN (B) DATUK ZAKARIA DAHLAN,9034,0,0,2004-GE,2004,GE,PH,P85,PEKAN,52687,89,3,2,6,0,0,0,0,0,56,41046,0
UMNO,ISMAIL BIN ABD MUTTALIB,16064,DATO' SRI DR HJ ISMAIL BIN HJ ABD MUTTALIB,3763,2018-GE,2018,GE,PH,P86,MARAN,41036,90,6,2,2,0,0,0,263,3,0,0,0
PAS,HASENAN BIN HARON,12301,CIKGU HASENAN HARON,0,2018-GE,2018,GE,PH,P86,MARAN,41036,90,6,2,2,0,0,0,263,3,0,0,0
BERSATU,AHMAD FARID BIN AHMAD NORDIN,4360,AHMAD FARID BIN AHMAD NORDIN,0,2018-GE,2018,GE,PH,P86,MARAN,41036,90,6,2,2,0,0,0,263,3,0,0,0
UMNO,ISMAIL BIN ABD MUTTALIB,19249,0,6475,2013-GE,2013,GE,PH,P86,MARAN,38436,90,7,1,2,0,0,0,0,0,572,32595,0
PAS,MUJIBUR RAHMAN BIN ISHAK,12774,0,0,2013-GE,2013,GE,PH,P86,MARAN,38436,90,7,1,2,0,0,0,0,0,572,32595,0
UMNO,ISMAIL ABD MUTTALIB,15868,0,6641,2008-GE,2008,GE,PH,P86,MARAN,32517,90,8,2,0,0,0,0,0,0,495,25672,82
PAS,MASRUDIN TANTAWI,9227,0,0,2008-GE,2008,GE,PH,P86,MARAN,32517,90,8,2,0,0,0,0,0,0,495,25672,82
UMNO,ISMAIL ABDUL MUTTALIB,15725,0,7242,2004-GE,2004,GE,PH,P86,MARAN,31860,89,8,2,1,0,0,0,0,0,569,24777,133
PAS,DATUK TUAN IBRAHIM TUAN MAN,8483,0,0,2004-GE,2004,GE,PH,P86,MARAN,31860,89,8,2,1,0,0,0,0,0,569,24777,133
UMNO,ISMAIL BIN MOHAMED SAID,18058,DATO' SRI HAJI ISMAIL BIN HAJI MOHAMED SAID,2876,2018-GE,2018,GE,PH,P87,KUALA KRAU,47264,90,3,2,5,0,0,0,45,3,0,0,0
PAS,KAMAL BIN ASHAARI ,15182,USTAZ HAJI KAMAL BIN ASHAARI,0,2018-GE,2018,GE,PH,P87,KUALA KRAU,47264,90,3,2,5,0,0,0,45,3,0,0,0
BERSATU,MOHAMAD RAFIDEE BIN HASHIM,5071,MOHAMAD RAFIDEE,0,2018-GE,2018,GE,PH,P87,KUALA KRAU,47264,90,3,2,5,0,0,0,45,3,0,0,0
UMNO,ISMAIL BIN MOHAMED SAID,21575,0,6205,2013-GE,2013,GE,PH,P87,KUALA KRAU,43003,90,3,3,5,0,0,0,0,0,603,37548,0
PAS,SHAHRIL AZMAN BIN ABD HALIM,15370,0,0,2013-GE,2013,GE,PH,P87,KUALA KRAU,43003,90,3,3,5,0,0,0,0,0,603,37548,0
UMNO,ISMAIL MOHAMED SAID,16165,0,5265,2008-GE,2008,GE,PH,P87,KUALA KRAU,34139,91,4,3,2,0,0,0,0,0,479,27594,50
PAS,KAMAL SHAARI,10900,0,0,2008-GE,2008,GE,PH,P87,KUALA KRAU,34139,91,4,3,2,0,0,0,0,0,479,27594,50
UMNO,ISMAIL MOHAMED SAID,16021,0,7351,2004-GE,2004,GE,PH,P87,KUALA KRAU,31404,89,4,4,4,0,0,0,0,0,487,25178,1
PAS,MUSANIFF AB RAHMAN,8670,0,0,2004-GE,2004,GE,PH,P87,KUALA KRAU,31404,89,4,4,4,0,0,0,0,0,487,25178,1
AMANAH,MOHD ANUAR BIN MOHD TAHIR,23998,HJ ANUAR TAHIR,1904,2018-GE,2018,GE,PH,P88,TEMERLOH,75081,67,23,8,3,0,0,0,2942,14,0,0,0
UMNO,MOHD SHARKAR BIN SHAMSUDIN,22094,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,0,2018-GE,2018,GE,PH,P88,TEMERLOH,75081,67,23,8,3,0,0,0,2942,14,0,0,0
PAS,MD JUSOH BIN DARUS,14734,HAJI MD JUSOH BIN DARUS,0,2018-GE,2018,GE,PH,P88,TEMERLOH,75081,67,23,8,3,0,0,0,2942,14,0,0,0
BEBAS,MOHD KHAIDIR BIN AHMAD,178,KHAIDIR AHMAD,0,2018-GE,2018,GE,PH,P88,TEMERLOH,75081,67,23,8,3,0,0,0,2942,14,0,0,0
BEBAS,MUHAMAD FAKHRUDIN BIN ABU HANIPAH,46,MUHD FAKHRUDIN B ABU HANIPAH,0,2018-GE,2018,GE,PH,P88,TEMERLOH,75081,67,23,8,3,0,0,0,2942,14,0,0,0
PAS,NASRUDIN BIN HASSAN,28267,0,1070,2013-GE,2013,GE,PH,P88,TEMERLOH,66105,64,24,9,3,0,0,0,0,0,977,56441,0
UMNO,SAIFUDDIN BIN ABDULLAH,27197,0,0,2013-GE,2013,GE,PH,P88,TEMERLOH,66105,64,24,9,3,0,0,0,0,0,977,56441,0
UMNO,DATUK SAIFUDDIN ABDULLAH,21381,0,2441,2008-GE,2008,GE,PH,P88,TEMERLOH,54010,63,27,9,1,0,0,0,0,0,924,41245,0
PKR,AHMAD NIZAM HAMID,18940,0,0,2008-GE,2008,GE,PH,P88,TEMERLOH,54010,63,27,9,1,0,0,0,0,0,924,41245,0
UMNO,DATUK MOHD SARIT YUSOH,24633,0,12607,2004-GE,2004,GE,PH,P88,TEMERLOH,49984,62,27,9,2,0,0,0,0,0,884,37543,0
PAS,IDRIS OMAR,12026,0,0,2004-GE,2004,GE,PH,P88,TEMERLOH,49984,62,27,9,2,0,0,0,0,0,884,37543,0
DAP,WONG TACK,25716,WONG TACK,2032,2018-GE,2018,GE,PH,P89,BENTONG,67359,47,42,9,3,0,0,0,1660,17,0,0,0
MCA,LIOW TIONG LAI,23684,DATO' SRI LIOW TIONG LAI,0,2018-GE,2018,GE,PH,P89,BENTONG,67359,47,42,9,3,0,0,0,1660,17,0,0,0
PAS,BALASUBRAMANIAM A/L NACHIAPPAN,5706,BALASUBRAMANIAM A/L NACHIAPPAN,0,2018-GE,2018,GE,PH,P89,BENTONG,67359,47,42,9,3,0,0,0,1660,17,0,0,0
MCA,LIOW TIONG LAI,25947,0,379,2013-GE,2013,GE,PH,P89,BENTONG,62266,45,44,9,3,0,0,0,0,0,988,52503,0
DAP,WONG TACK,25568,0,0,2013-GE,2013,GE,PH,P89,BENTONG,62266,45,44,9,3,0,0,0,0,0,988,52503,0
MCA,LIOW TIONG LAI,25134,0,12549,2008-GE,2008,GE,PH,P89,BENTONG,53651,43,47,9,1,0,0,0,0,0,1285,39168,164
PKR,G PONUSAMY,12585,0,0,2008-GE,2008,GE,PH,P89,BENTONG,53651,43,47,9,1,0,0,0,0,0,1285,39168,164
MCA,LIOW TIONG LAI,27144,0,16839,2004-GE,2004,GE,PH,P89,BENTONG,52665,41,49,9,1,0,0,0,0,0,1000,38449,240
DAP,ABUB BAKAR LEBAI SUDIN,10305,0,0,2004-GE,2004,GE,PH,P89,BENTONG,52665,41,49,9,1,0,0,0,0,0,1000,38449,240
UMNO,ISMAIL SABRI BIN YAAKOB,20760,ISMAIL SABRI YAAKOB,2311,2018-GE,2018,GE,PH,P90,BERA,58711,62,29,4,5,0,0,0,1615,8,0,0,0
PKR,ZAKARIA BIN ABDUL HAMID,18449,ZAKARIA ABDUL HAMID,0,2018-GE,2018,GE,PH,P90,BERA,58711,62,29,4,5,0,0,0,1615,8,0,0,0
PAS,MUSANIFF BIN AB RAHMAN,8096,MUSANIFF BIN AB RAHMAN,0,2018-GE,2018,GE,PH,P90,BERA,58711,62,29,4,5,0,0,0,1615,8,0,0,0
UMNO,ISMAIL SABRI BIN YAAKOB,21669,0,2143,2013-GE,2013,GE,PH,P90,BERA,50997,59,32,4,5,0,0,0,0,0,965,42830,0
PKR,ZAKARIA BIN ABDUL HAMID,19526,0,0,2013-GE,2013,GE,PH,P90,BERA,50997,59,32,4,5,0,0,0,0,0,965,42830,0
IND,MOHD WALI BIN ALANG AHAMAD,670,0,0,2013-GE,2013,GE,PH,P90,BERA,50997,59,32,4,5,0,0,0,0,0,965,42830,0
UMNO,DATUK ISMAIL SABRI YAAKOB,18051,0,3821,2008-GE,2008,GE,PH,P90,BERA,42993,61,34,4,1,0,0,0,0,0,783,33064,0
PAS,MAZLAN ALIMAN,14230,0,0,2008-GE,2008,GE,PH,P90,BERA,42993,61,34,4,1,0,0,0,0,0,783,33064,0
UMNO,ISMAIL SABRI YAAKOB,16714,0,4470,2004-GE,2004,GE,PH,P90,BERA,40631,58,35,5,3,0,0,0,0,0,889,29847,889
PAS,DR ABDUL WAHAB ISMAIL,12244,0,0,2004-GE,2004,GE,PH,P90,BERA,40631,58,35,5,3,0,0,0,0,0,889,29847,889
UMNO,HASAN BIN ARIFFIN,26628,DATO' SRI HASAN BIN ARIFIN,11395,2018-GE,2018,GE,PH,P91,ROMPIN,61918,88,2,1,9,0,0,0,685,2,0,0,0
PAS,M SHAHRUL NIZAM BIN ABDUL HALIFF,15233,USTAZ SHAHRUL,0,2018-GE,2018,GE,PH,P91,ROMPIN,61918,88,2,1,9,0,0,0,685,2,0,0,0
PKR,SITARUNISHA BINTI AB KADIR,7876,SITARUNISAH BINTI AB KADIR,0,2018-GE,2018,GE,PH,P91,ROMPIN,61918,88,2,1,9,0,0,0,685,2,0,0,0
UMNO,JAMALUDIN BIN JARJIS,30040,0,15114,2013-GE,2013,GE,PH,P91,ROMPIN,53596,87,2,1,9,0,0,0,0,0,883,45849,0
PAS,NURIDAH BINTI MOHD SALLEH,14926,0,0,2013-GE,2013,GE,PH,P91,ROMPIN,53596,87,2,1,9,0,0,0,0,0,883,45849,0
UMNO,DATUK SRI DR JAMALUDDIN MOHD JARJIS,21308,0,10679,2008-GE,2008,GE,PH,P91,ROMPIN,41701,93,3,1,3,0,0,0,0,0,824,32960,199
PAS,MAZLAN MOHD YASIN,10629,0,0,2008-GE,2008,GE,PH,P91,ROMPIN,41701,93,3,1,3,0,0,0,0,0,824,32960,199
UMNO,DATUK DR JAMALUDDIN MOHD JARJIS,19359,0,9350,2004-GE,2004,GE,PH,P91,ROMPIN,38319,89,3,2,6,0,0,0,0,0,847,30215,0
PAS,SUKRI AHMAD,10009,0,0,2004-GE,2004,GE,PH,P91,ROMPIN,38319,89,3,2,6,0,0,0,0,0,847,30215,0
UMNO,MOHD FASIAH BIN MOHD FAKEH,12862,DATO' FASIAH,1674,2018-GE,2018,GE,SL,P92,SABAK BERNAM,40863,83,12,5,0,0,0,0,72,2,0,0,0
BERSATU,WARNO BIN DOGOL,11188,WARNO BIN DOGOL,0,2018-GE,2018,GE,SL,P92,SABAK BERNAM,40863,83,12,5,0,0,0,0,72,2,0,0,0
PAS,MUHAMMAD LABIB BIN ABDUL JALIL,9300,USTAZ MUHAMMAD LABIB BIN ABD JALIL,0,2018-GE,2018,GE,SL,P92,SABAK BERNAM,40863,83,12,5,0,0,0,0,72,2,0,0,0
UMNO,MOHD FASIAH BIN MOHD FAKEH,16387,0,1644,2013-GE,2013,GE,SL,P92,SABAK BERNAM,37318,81,13,5,2,0,0,0,0,0,567,31697,0
PKR,ABDUL AZIZ BIN BARI,14743,0,0,2013-GE,2013,GE,SL,P92,SABAK BERNAM,37318,81,13,5,2,0,0,0,0,0,567,31697,0
UMNO,ABD RAHMAN BAKRI,12055,0,1335,2008-GE,2008,GE,SL,P92,SABAK BERNAM,31381,81,14,5,0,0,0,0,0,0,711,23581,95
PKR,BADRUL AMIN BAHRON,10720,0,0,2008-GE,2008,GE,SL,P92,SABAK BERNAM,31381,81,14,5,0,0,0,0,0,0,711,23581,95
UMNO,DATUK MAT YASIR IKHSAN,13826,0,5348,2004-GE,2004,GE,SL,P92,SABAK BERNAM,30862,80,14,6,0,0,0,0,0,0,776,23080,7
PKR,BADRUL AMIN BAHRON,8478,0,0,2004-GE,2004,GE,SL,P92,SABAK BERNAM,30862,80,14,6,0,0,0,0,0,0,776,23080,7
BERSATU,MUSLIMIN BIN YAHAYA,17350,CIKGU MUSLIMIN,714,2018-GE,2018,GE,SL,P93,SUNGAI BESAR,48739,69,29,2,0,0,0,0,353,5,0,0,0
UMNO,BUDIMAN BIN MOHD ZOHDI,16636,BUDIMAN BIN MOHD ZOHDI,0,2018-GE,2018,GE,SL,P93,SUNGAI BESAR,48739,69,29,2,0,0,0,0,353,5,0,0,0
PAS,MUHAMMAD SALLEH BIN MOHD HUSIN,7220,CIKGU HAJI SALLEH HUSIN,0,2018-GE,2018,GE,SL,P93,SUNGAI BESAR,48739,69,29,2,0,0,0,0,353,5,0,0,0
UMNO,NORIAH BINTI KASNON,18695,0,399,2013-GE,2013,GE,SL,P93,SUNGAI BESAR,42837,66,31,2,2,0,0,0,0,0,690,37681,0
PAS,MOHAMED SALLEH BIN M HUSIN,18296,0,0,2013-GE,2013,GE,SL,P93,SUNGAI BESAR,42837,66,31,2,2,0,0,0,0,0,690,37681,0
UMNO,NORIAH KASNON,16069,0,5009,2008-GE,2008,GE,SL,P93,SUNGAI BESAR,34073,68,30,2,0,0,0,0,0,0,656,27927,142
PAS,DR OSMAN SABRAN,11060,0,0,2008-GE,2008,GE,SL,P93,SUNGAI BESAR,34073,68,30,2,0,0,0,0,0,0,656,27927,142
UMNO,NORIAH KASNON,15337,0,7349,2004-GE,2004,GE,SL,P93,SUNGAI BESAR,31001,66,32,2,0,0,0,0,0,0,795,24120,0
