Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,StateCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned,Unopposed
PKR,DATUK LONG JIDIN,2883,0,0,2004-GE,2004,GE,PH,P91,N41,MUADZAM SHAH,11651,88,1,3,8,0,0,0,0,0,288,9285,15,0
UMNO,MOHD JOHARI BIN HUSSAIN,6662,MOHD JOHARI BIN HUSSAIN,1280,2018-GE,2018,GE,PH,P91,N42,TIOMAN,18906,86,6,1,7,0,0,0,291,1,0,0,0,0
PAS,MD YUNUS BIN RAMLI,5382,MD YUNUS BIN RAMLI,0,2018-GE,2018,GE,PH,P91,N42,TIOMAN,18906,86,6,1,7,0,0,0,291,1,0,0,0,0
AMANAH,AHMAD SAZILI BIN MOHD NOR,3029,CIKGU SAZILI MOHD NOR,0,2018-GE,2018,GE,PH,P91,N42,TIOMAN,18906,86,6,1,7,0,0,0,291,1,0,0,0,0
BEBAS,MOHD ZOLFAKAR BIN TAIB,58,IMAM ZUL,0,2018-GE,2018,GE,PH,P91,N42,TIOMAN,18906,86,6,1,7,0,0,0,291,1,0,0,0,0
UMNO,MOHD JOHARI BIN HUSSAIN,8883,0,4086,2013-GE,2013,GE,PH,P91,N42,TIOMAN,16516,85,7,0,8,0,0,0,0,0,237,13988,0,0
PAS,MOHD FADZLI BIN MOHD RAMLY,4797,0,0,2013-GE,2013,GE,PH,P91,N42,TIOMAN,16516,85,7,0,8,0,0,0,0,0,237,13988,0,0
IND,MOHD ZOLFAKAR BIN TAIB,71,0,0,2013-GE,2013,GE,PH,P91,N42,TIOMAN,16516,85,7,0,8,0,0,0,0,0,237,13988,0,0
UMNO,KAPT MOHD JOHARI HUSSAIN,6375,0,2614,2008-GE,2008,GE,PH,P91,N42,TIOMAN,13461,90,7,0,3,0,0,0,0,0,208,10376,32,0
PAS,MOHD FADZLI MOHD RAMLI,3761,0,0,2008-GE,2008,GE,PH,P91,N42,TIOMAN,13461,90,7,0,3,0,0,0,0,0,208,10376,32,0
UMNO,MD RUSLI ISMAIL,5301,0,1240,2004-GE,2004,GE,PH,P91,N42,TIOMAN,12634,88,7,1,4,0,0,0,0,0,217,9588,9,0
PAS,MOHD FADZLI MOHD RAMLY,4061,0,0,2004-GE,2004,GE,PH,P91,N42,TIOMAN,12634,88,7,1,4,0,0,0,0,0,217,9588,9,0
UMNO,RIZAM BIN ISMAIL,5437,RIZAM,1440,2018-GE,2018,GE,SL,P92,N1,SUNGAI AIR TAWAR,16274,86,11,3,0,0,0,0,19,0,0,0,0,0
PAS,ZAMRI BIN YAHYA,3997,HAJI ZAMRI BIN YAHYA,0,2018-GE,2018,GE,SL,P92,N1,SUNGAI AIR TAWAR,16274,86,11,3,0,0,0,0,19,0,0,0,0,0
PKR,MOHD HAMIZAR BIN SULAIMAN,3921,MOHD HAMIZAR BIN SULAIMAN,0,2018-GE,2018,GE,SL,P92,N1,SUNGAI AIR TAWAR,16274,86,11,3,0,0,0,0,19,0,0,0,0,0
UMNO,KAMAROL ZAKI BIN HAJI ABDUL MALIK,7096,0,1416,2013-GE,2013,GE,SL,P92,N1,SUNGAI AYER TAWAR,15187,83,12,3,2,0,0,0,0,0,194,12970,0,0
PAS,WAHID BIN RAIS,5680,0,0,2013-GE,2013,GE,SL,P92,N1,SUNGAI AYER TAWAR,15187,83,12,3,2,0,0,0,0,0,194,12970,0,0
UMNO,DATO' RAJA IDERIS @ RAJA IDRIS B RAJA AHMAD,4791,0,123,2008-GE,2008,GE,SL,P92,N1,SUNGAI AYER TAWAR,12726,84,13,4,0,0,0,0,0,0,263,9751,29,0
PAS,AZRUL KHAKIM SURADI,4668,0,0,2008-GE,2008,GE,SL,P92,N1,SUNGAI AYER TAWAR,12726,84,13,4,0,0,0,0,0,0,263,9751,29,0
UMNO,ABDUL RAHMAN BAKRI,5569,0,2153,2004-GE,2004,GE,SL,P92,N1,SUNGAI AYER TAWAR,12611,82,14,4,0,0,0,0,0,0,294,9279,4,0
PAS,ABDUL JALIL BAJURI,3416,0,0,2004-GE,2004,GE,SL,P92,N1,SUNGAI AYER TAWAR,12611,82,14,4,0,0,0,0,0,0,294,9279,4,0
PKR,AHMAD MUSTAIN BIN OTHMAN,6981,AHMAD MUSTAIN BIN OTHMAN,130,2018-GE,2018,GE,SL,P92,N2,SABAK,24589,81,12,6,0,0,0,0,53,2,0,0,0,0
UMNO,SALLEHUDDIN BIN MOHD ISKAN,6851,SALLEHUDDIN,0,2018-GE,2018,GE,SL,P92,N2,SABAK,24589,81,12,6,0,0,0,0,53,2,0,0,0,0
PAS,SALLEHEN BIN MUKHYI,6183,USTAZ HAJI SALLEHEN BIN MUKHYI,0,2018-GE,2018,GE,SL,P92,N2,SABAK,24589,81,12,6,0,0,0,0,53,2,0,0,0,0
PAS,SALLEHEN BIN MUKHYI,9421,0,399,2013-GE,2013,GE,SL,P92,N2,SABAK,22131,79,13,6,2,0,0,0,0,0,299,18742,0,0
UMNO,ABDUL HALIM BIN UDIN,9022,0,0,2013-GE,2013,GE,SL,P92,N2,SABAK,22131,79,13,6,2,0,0,0,0,0,299,18742,0,0
UMNO,DATO WORNO B DOGOL,7001,0,117,2008-GE,2008,GE,SL,P92,N2,SABAK,18655,80,14,6,0,0,0,0,0,0,390,14325,50,0
PAS,SALLEHEN MUKHYI,6884,0,0,2008-GE,2008,GE,SL,P92,N2,SABAK,18655,80,14,6,0,0,0,0,0,0,390,14325,50,0
UMNO,DATUK RAJA IDERIS RAJA AHMAD,7864,0,2256,2004-GE,2004,GE,SL,P92,N2,SABAK,18251,79,15,6,0,0,0,0,0,0,329,13801,3,0
PAS,SALLEHEN MUKHYI,5608,0,0,2004-GE,2004,GE,SL,P92,N2,SABAK,18251,79,15,6,0,0,0,0,0,0,329,13801,3,0
UMNO,MOHD IMRAN BIN TAMRIN,10530,MOHD IMRAN BIN TAMRIN,2084,2018-GE,2018,GE,SL,P93,N3,SUNGAI PANJANG,30638,84,15,2,0,0,0,0,334,2,0,0,0,0
AMANAH,MARIAM BINTI ABDUL RASHID,8446,USTAZAH MARIAM,0,2018-GE,2018,GE,SL,P93,N3,SUNGAI PANJANG,30638,84,15,2,0,0,0,0,334,2,0,0,0,0
PAS,MOHD RAZALI BIN SAARI,6999,USTAZ MOHD RAZALI BIN SAARI,0,2018-GE,2018,GE,SL,P93,N3,SUNGAI PANJANG,30638,84,15,2,0,0,0,0,334,2,0,0,0,0
UMNO,BUDIMAN BIN MOHD ZOHDI,12606,0,2183,2013-GE,2013,GE,SL,P93,N3,SUNGAI PANJANG,26590,82,15,2,2,0,0,0,0,0,374,23403,0,0
PAS,MOHD FADZIN BIN TASLIMIN,10423,0,0,2013-GE,2013,GE,SL,P93,N3,SUNGAI PANJANG,26590,82,15,2,2,0,0,0,0,0,374,23403,0,0
UMNO,DATUK SERI DR MOHAMAD KHIR TOYO,11181,0,5828,2008-GE,2008,GE,SL,P93,N3,SUNGAI PANJANG,20500,85,13,1,0,0,0,0,0,0,319,16906,53,0
PAS,MOHD FADZIN TASLIMIN,5353,0,0,2008-GE,2008,GE,SL,P93,N3,SUNGAI PANJANG,20500,85,13,1,0,0,0,0,0,0,319,16906,53,0
UMNO,DATUK SERI DR MOHAMAD KHIR TOYO,9700,0,5460,2004-GE,2004,GE,SL,P93,N3,SUNGAI PANJANG,18052,84,14,1,0,0,0,0,0,0,329,14269,0,0
PAS,SALDINI ISMAIL,4240,0,0,2004-GE,2004,GE,SL,P93,N3,SUNGAI PANJANG,18052,84,14,1,0,0,0,0,0,0,329,14269,0,0
DAP,NG SUEE LIM,7863,NG SUEE LIM,2844,2018-GE,2018,GE,SL,P93,N4,SEKINCHAN,18101,44,53,3,0,0,0,0,19,3,0,0,0,0
MCA,LEE YEE YUAN,5019,LEE YEE YUAN,0,2018-GE,2018,GE,SL,P93,N4,SEKINCHAN,18101,44,53,3,0,0,0,0,19,3,0,0,0,0
PAS,MOHD FADZIN BIN TASLIMIN,2351,USTAZ HAJI MOHD FADLIN BIN TASLIMIN,0,2018-GE,2018,GE,SL,P93,N4,SEKINCHAN,18101,44,53,3,0,0,0,0,19,3,0,0,0,0
DAP,NG SUEE LIM,8107,0,2239,2013-GE,2013,GE,SL,P93,N4,SEKINCHAN,16247,39,57,2,1,0,0,0,0,0,299,14274,0,0
MCA,KEK SENG HOOI,5868,0,0,2013-GE,2013,GE,SL,P93,N4,SEKINCHAN,16247,39,57,2,1,0,0,0,0,0,299,14274,0,0
DAP,NG SUEE LIM,5403,0,190,2008-GE,2008,GE,SL,P93,N4,SEKINCHAN,13573,42,56,2,0,0,0,0,0,0,317,11021,88,0
MCA,PUAH BOON CHOON,5213,0,0,2008-GE,2008,GE,SL,P93,N4,SEKINCHAN,13573,42,56,2,0,0,0,0,0,0,317,11021,88,0
DAP,NG SUEE LIM,4903,0,344,2004-GE,2004,GE,SL,P93,N4,SEKINCHAN,12949,40,57,2,0,0,0,0,0,0,386,9848,0,0
MCA,DATUK CHIA CHIM LEM,4559,0,0,2004-GE,2004,GE,SL,P93,N4,SEKINCHAN,12949,40,57,2,0,0,0,0,0,0,386,9848,0,0
UMNO,ROSNI BINTI SOHAR,8164,DATUK ROSNI BINTI SOHAR,20,2018-GE,2018,GE,SL,P94,N5,HULU BERNAM,22857,70,15,14,1,0,0,0,53,3,0,0,0,0
AMANAH,MOHD AMRAN BIN SAKIR,8144,HAJI AMRAN SAKIR,0,2018-GE,2018,GE,SL,P94,N5,HULU BERNAM,22857,70,15,14,1,0,0,0,53,3,0,0,0,0
PAS,MOHAMMED SALLEH BIN RI,2554,SALLEH RI,0,2018-GE,2018,GE,SL,P94,N5,HULU BERNAM,22857,70,15,14,1,0,0,0,53,3,0,0,0,0
UMNO,ROSNI BINTI SOHAR,10397,0,3032,2013-GE,2013,GE,SL,P94,N5,ULU BERNAM,20933,68,17,14,2,0,0,0,0,0,261,18023,0,0
PAS,MUHAMAD IDRIS BIN AHMAD,7365,0,0,2013-GE,2013,GE,SL,P94,N5,ULU BERNAM,20933,68,17,14,2,0,0,0,0,0,261,18023,0,0
UMNO,DATO' MOHAMED IDRIS B ABU BAKAR,7985,0,3549,2008-GE,2008,GE,SL,P94,N5,ULU BERNAM,17549,68,17,15,0,0,0,0,0,0,318,12932,193,0
PAS,ABDUL SUKOR ALI,4436,0,0,2008-GE,2008,GE,SL,P94,N5,ULU BERNAM,17549,68,17,15,0,0,0,0,0,0,318,12932,193,0
UMNO,DATUK MOHAMED IDRIS ABU BAKAR,9264,0,6551,2004-GE,2004,GE,SL,P94,N5,ULU BERNAM,17482,66,18,15,1,0,0,0,0,0,310,12287,16,0
PAS,ABDUL SUKOR ALI,2713,0,0,2004-GE,2004,GE,SL,P94,N5,ULU BERNAM,17482,66,18,15,1,0,0,0,0,0,310,12287,16,0
DAP,LEE KEE HIONG,14101,LEE KEE HIONG,7134,2018-GE,2018,GE,SL,P94,N6,KUALA KUBU BAHARU,29133,44,35,19,3,0,0,0,981,2,0,0,0,0
MCA,WONG KOON MUN,6967,WONG KOON MUN,0,2018-GE,2018,GE,SL,P94,N6,KUALA KUBU BAHARU,29133,44,35,19,3,0,0,0,981,2,0,0,0,0
PAS,NAHARUDIN BIN ABDUL RASHID,3306,NAHARUDIN BIN ABDUL RASHID,0,2018-GE,2018,GE,SL,P94,N6,KUALA KUBU BAHARU,29133,44,35,19,3,0,0,0,981,2,0,0,0,0
DAP,LEE KEE HIONG,9469,0,1702,2013-GE,2013,GE,SL,P94,N6,KUALA KUBU BAHRU,21186,33,43,21,4,0,0,0,0,0,390,18101,0,0
MCA,OOI HUI WEN @ JESSIE OOI,7767,0,0,2013-GE,2013,GE,SL,P94,N6,KUALA KUBU BAHRU,21186,33,43,21,4,0,0,0,0,0,390,18101,0,0
IND,YOONG THAM FOOK,250,0,0,2013-GE,2013,GE,SL,P94,N6,KUALA KUBU BAHRU,21186,33,43,21,4,0,0,0,0,0,390,18101,0,0
IND,PRITPAL SINGH A/L MENDER SINGH,117,0,0,2013-GE,2013,GE,SL,P94,N6,KUALA KUBU BAHRU,21186,33,43,21,4,0,0,0,0,0,390,18101,0,0
IND,NADARAJAH A/L SUPRAMANIAM,108,0,0,2013-GE,2013,GE,SL,P94,N6,KUALA KUBU BAHRU,21186,33,43,21,4,0,0,0,0,0,390,18101,0,0
MCA,WONG KOON MUN,6555,0,448,2008-GE,2008,GE,SL,P94,N6,KUALA KUBU BAHRU,18212,32,46,22,1,0,0,0,0,0,549,13332,121,0
DAP,K ANNAMALAI RAMU,6107,0,0,2008-GE,2008,GE,SL,P94,N6,KUALA KUBU BAHRU,18212,32,46,22,1,0,0,0,0,0,549,13332,121,0
MCA,DATUK CH'NG TOH ENG,10005,0,7456,2004-GE,2004,GE,SL,P94,N6,KUALA KUBU BAHRU,18419,29,47,21,2,0,0,0,0,0,531,13085,6,0
DAP,KUAN WAI SOON,2549,0,0,2004-GE,2004,GE,SL,P94,N6,KUALA KUBU BAHRU,18419,29,47,21,2,0,0,0,0,0,531,13085,6,0
BERSATU,HARUMAINI BIN HAJI OMAR,21536,HARUMAINI BIN HAJI OMAR,8315,2018-GE,2018,GE,SL,P94,N7,BATANG KALI,49000,67,15,16,2,0,0,0,438,9,0,0,0,0
UMNO,MAT NADZARI BIN AHMAD DAHLAN,13221,DATUK HJ MAT NADZARI BIN AHMAD DAHLAN,0,2018-GE,2018,GE,SL,P94,N7,BATANG KALI,49000,67,15,16,2,0,0,0,438,9,0,0,0,0
PAS,MOHD HASNIZAN BIN HARUN,7408,HJ MD HASNIZAN HARUN,0,2018-GE,2018,GE,SL,P94,N7,BATANG KALI,49000,67,15,16,2,0,0,0,438,9,0,0,0,0
UMNO,MAT NADZARI BIN AHMAD DAHLAN,21189,0,5398,2013-GE,2013,GE,SL,P94,N7,BATANG KALI,43578,63,17,18,2,0,0,0,0,0,545,38735,0,0
PKR,RAMACHANDRAN A/L KANDASAMY,15791,0,0,2013-GE,2013,GE,SL,P94,N7,BATANG KALI,43578,63,17,18,2,0,0,0,0,0,545,38735,0,0
IND,MUSTAPA KAMAL BIN SAPINGI,734,0,0,2013-GE,2013,GE,SL,P94,N7,BATANG KALI,43578,63,17,18,2,0,0,0,0,0,545,38735,0,0
IND,MUSTAF BIN TALIB,476,0,0,2013-GE,2013,GE,SL,P94,N7,BATANG KALI,43578,63,17,18,2,0,0,0,0,0,545,38735,0,0
UMNO,MOHD ISA ABU KASIM,11724,0,2179,2008-GE,2008,GE,SL,P94,N7,BATANG KALI,27832,59,20,20,0,0,0,0,0,0,404,21673,0,0
PKR,MOHD NASHRUDDIN ABD AZIZ,9545,0,0,2008-GE,2008,GE,SL,P94,N7,BATANG KALI,27832,59,20,20,0,0,0,0,0,0,404,21673,0,0
UMNO,DATUK ZAINAL ABIDIN SAKOM,12898,0,8828,2004-GE,2004,GE,SL,P94,N7,BATANG KALI,22632,56,23,20,2,0,0,0,0,0,412,17380,6,0
PKR,DR KALILI BIN RAHMAT,4070,0,0,2004-GE,2004,GE,SL,P94,N7,BATANG KALI,22632,56,23,20,2,0,0,0,0,0,412,17380,6,0
UMNO,MOHD SHAMSUDIN BIN LIAS,8741,DATO' HJ MOHD SHAMSUDIN,2330,2018-GE,2018,GE,SL,P95,N8,SUNGAI BURONG,24045,86,12,3,0,0,0,0,26,2,0,0,0,0
PAS,MOHD ZAMRI BIN MOHD ZAINULDIN,6411,USTAZ DR ZAMRI MANTOP,0,2018-GE,2018,GE,SL,P95,N8,SUNGAI BURONG,24045,86,12,3,0,0,0,0,26,2,0,0,0,0
BERSATU,MOHD TARMIZI BIN LAZIM,5323,MOHD TARMIZI BIN LAZIM,0,2018-GE,2018,GE,SL,P95,N8,SUNGAI BURONG,24045,86,12,3,0,0,0,0,26,2,0,0,0,0
UMNO,MOHD SHAMSUDIN BIN LIAS,11464,0,3013,2013-GE,2013,GE,SL,P95,N8,SUNGAI BURONG,22697,85,12,3,1,0,0,0,0,0,304,20219,0,0
PAS,MOHAMAD JUDI BIN SARJO,8451,0,0,2013-GE,2013,GE,SL,P95,N8,SUNGAI BURONG,22697,85,12,3,1,0,0,0,0,0,304,20219,0,0
UMNO,DATO' MOHD SHAMSUDIN LIAS,8872,0,2710,2008-GE,2008,GE,SL,P95,N8,SUNGAI BURONG,18988,86,11,3,0,0,0,0,0,0,336,15403,33,0
PAS,ABDUL GHANI SHAMSUDIN,6162,0,0,2008-GE,2008,GE,SL,P95,N8,SUNGAI BURONG,18988,86,11,3,0,0,0,0,0,0,336,15403,33,0
UMNO,MOHD SAMSUDIN LIAS,9321,0,4520,2004-GE,2004,GE,SL,P95,N8,SUNGAI BURONG,18428,85,12,3,1,0,0,0,0,0,273,14395,0,0
PAS,DATUK DR HASAN MOHAMED ALI,4801,0,0,2004-GE,2004,GE,SL,P95,N8,SUNGAI BURONG,18428,85,12,3,1,0,0,0,0,0,273,14395,0,0
BERSATU,ROZANA BINTI ZAINAL ABIDIN,9208,ROZANA ZAINAL ABIDIN,1158,2018-GE,2018,GE,SL,P95,N9,PERMATANG,23153,64,21,16,0,0,0,0,0,2,0,0,0,0
UMNO,SULAIMAN BIN HAJI ABDUL RAZAK,8050,DATUK SULAIMAN RAZAK,0,2018-GE,2018,GE,SL,P95,N9,PERMATANG,23153,64,21,16,0,0,0,0,0,2,0,0,0,0
PAS,MUHAMMAD JAFARUDIN BIN SHEIK DAUD,2746,MUHAMMAD JAFARUDIN BIN SHEIK DAUD,0,2018-GE,2018,GE,SL,P95,N9,PERMATANG,23153,64,21,16,0,0,0,0,0,2,0,0,0,0
UMNO,SULAIMAN BIN HAJI ABDUL RAZAK,9049,0,1026,2013-GE,2013,GE,SL,P95,N9,PERMATANG,19636,58,22,18,1,0,0,0,0,0,312,17460,0,0
PKR,MOHD YAHYA BIN MAT SAHRI,8023,0,0,2013-GE,2013,GE,SL,P95,N9,PERMATANG,19636,58,22,18,1,0,0,0,0,0,312,17460,0,0
IND,LOW TAN,76,0,0,2013-GE,2013,GE,SL,P95,N9,PERMATANG,19636,58,22,18,1,0,0,0,0,0,312,17460,0,0
UMNO,SULAIMAN  ABD RAZAK,6975,0,608,2008-GE,2008,GE,SL,P95,N9,PERMATANG,17403,57,23,21,0,0,0,0,0,0,286,13648,20,0
PKR,MAZLAN HASSAN,6367,0,0,2008-GE,2008,GE,SL,P95,N9,PERMATANG,17403,57,23,21,0,0,0,0,0,0,286,13648,20,0
UMNO,DATUK ABDUL AZIZ MOHD NOH,8341,0,4285,2004-GE,2004,GE,SL,P95,N9,PERMATANG,17388,53,24,23,0,0,0,0,0,0,355,12752,0,0
PKR,SAMRY BIN MASRI,4056,0,0,2004-GE,2004,GE,SL,P95,N9,PERMATANG,17388,53,24,23,0,0,0,0,0,0,355,12752,0,0
PKR,JUWAIRIYA BINTI ZULKIFLI,11050,JUWAIRIYA ZULKIFLI,2695,2018-GE,2018,GE,SL,P96,N10,BUKIT MELAWATI,26573,62,15,22,0,0,0,0,341,4,0,0,0,0
UMNO,JAKIRAN BIN JACOMAH,8355,JAKIRAN BIN JACOMAH,0,2018-GE,2018,GE,SL,P96,N10,BUKIT MELAWATI,26573,62,15,22,0,0,0,0,341,4,0,0,0,0
PAS,MUHMMAD RASHID BIN MUHMMAD KASSIM,3261,CIKGU RASHID,0,2018-GE,2018,GE,SL,P96,N10,BUKIT MELAWATI,26573,62,15,22,0,0,0,0,341,4,0,0,0,0
UMNO,JAKIRAN BIN JACOMAH,7296,0,806,2013-GE,2013,GE,SL,P96,N10,BUKIT MELAWATI,16118,57,12,30,1,0,0,0,0,0,294,14080,0,0
PKR,MANIKAVASAGAM A/L SUNDARAM,6490,0,0,2013-GE,2013,GE,SL,P96,N10,BUKIT MELAWATI,16118,57,12,30,1,0,0,0,0,0,294,14080,0,0
PKR,M MUTHIAH,4741,0,297,2008-GE,2008,GE,SL,P96,N10,BUKIT MELAWATI,12897,57,13,31,0,0,0,0,0,0,484,9707,38,0
MIC,K PARTHIBAN,4444,0,0,2008-GE,2008,GE,SL,P96,N10,BUKIT MELAWATI,12897,57,13,31,0,0,0,0,0,0,484,9707,38,0
UMNO,MOHAMED SAYUTI SAID,6228,0,3881,2004-GE,2004,GE,SL,P96,N10,BUKIT MELAWATI,12421,55,13,32,0,0,0,0,0,0,206,8781,18,0
PAS,MOHD NORMAN TOHA,2347,0,0,2004-GE,2004,GE,SL,P96,N10,BUKIT MELAWATI,12421,55,13,32,0,0,0,0,0,0,206,8781,18,0
PKR,IDRIS BIN AHMAD,8914,IDRIS BIN AHMAD,2114,2018-GE,2018,GE,SL,P96,N11,IJOK,23073,60,14,25,0,0,0,0,35,1,0,0,0,0
MIC,PARTHIBAN A/L KARUPPIAH,6800,KR PARTHIBAN,0,2018-GE,2018,GE,SL,P96,N11,IJOK,23073,60,14,25,0,0,0,0,35,1,0,0,0,0
PAS,JEFRI BIN MEJAN,3942,JEFRI BIN MEJAN,0,2018-GE,2018,GE,SL,P96,N11,IJOK,23073,60,14,25,0,0,0,0,35,1,0,0,0,0
PRM,KUMARAN A/L TAMIL DASSEN,76,KUMARAN A/L TAMIL DASSEN,0,2018-GE,2018,GE,SL,P96,N11,IJOK,23073,60,14,25,0,0,0,0,35,1,0,0,0,0
PKR,IDRIS BIN AHMAD,8522,0,739,2013-GE,2013,GE,SL,P96,N11,IJOK,18639,48,17,34,1,0,0,0,0,0,297,16602,0,0
MIC,PARTHIBAN A/L KARUPPIAH,7783,0,0,2013-GE,2013,GE,SL,P96,N11,IJOK,18639,48,17,34,1,0,0,0,0,0,297,16602,0,0
PKR,TAN SRI KHALID IBRAHIM,7196,0,1920,2008-GE,2008,GE,SL,P96,N11,IJOK,15467,50,18,32,0,0,0,0,0,0,204,12684,8,0
UMNO,DATO' MOHAMED SAYUTI B SAID,5276,0,0,2008-GE,2008,GE,SL,P96,N11,IJOK,15467,50,18,32,0,0,0,0,0,0,204,12684,8,0
MIC,DATUK SIVALINGAM A/L ARUMUGAM KARUPIAH,5213,0,1649,2004-GE,2004,GE,SL,P96,N11,IJOK,12404,51,21,28,0,0,0,0,0,0,254,9344,32,0
PKR,ABDUL RAHMAN MOHARAM,3564,0,0,2004-GE,2004,GE,SL,P96,N11,IJOK,12404,51,21,28,0,0,0,0,0,0,254,9344,32,0
IND,MOHAMED SHAIR NAGOORKANI,313,0,0,2004-GE,2004,GE,SL,P96,N11,IJOK,12404,51,21,28,0,0,0,0,0,0,254,9344,32,0
BERSATU,MOHD SHAID BIN ROSLI,7087,MOHD SHAID BIN ROSLI,1191,2018-GE,2018,GE,SL,P96,N12,JERAM,19751,77,8,15,0,0,0,0,26,6,0,0,0,0
UMNO,ZAHAR AZLAN BIN ARIFIN,5896,CIKGU ZAHAR,0,2018-GE,2018,GE,SL,P96,N12,JERAM,19751,77,8,15,0,0,0,0,26,6,0,0,0,0
PAS,MOHD NOOR BIN MOHD SHAHAR,4326,USTAZ MOHD NOOR,0,2018-GE,2018,GE,SL,P96,N12,JERAM,19751,77,8,15,0,0,0,0,26,6,0,0,0,0
UMNO,AMIRUDDIN BIN SETRO,13632,0,2834,2013-GE,2013,GE,SL,P96,N12,JERAM,27541,78,12,9,1,0,0,0,0,0,362,24792,0,0
PAS,MUHMMAD RASHID BIN MUHMMAD KASSIM,10798,0,0,2013-GE,2013,GE,SL,P96,N12,JERAM,27541,78,12,9,1,0,0,0,0,0,362,24792,0,0
UMNO,DATO' AMIRUDDIN B SETRO,8209,0,1476,2008-GE,2008,GE,SL,P96,N12,JERAM,18839,73,16,11,0,0,0,0,0,0,333,15281,6,0
PAS,HAIRI@MARUJI DARMO,6733,0,0,2008-GE,2008,GE,SL,P96,N12,JERAM,18839,73,16,11,0,0,0,0,0,0,333,15281,6,0
UMNO,AMIRUDDIN SUTERO,9114,0,5527,2004-GE,2004,GE,SL,P96,N12,JERAM,16887,71,17,12,0,0,0,0,0,0,314,13015,113,0
PAS,KAMAL ASHAARI,3587,0,0,2004-GE,2004,GE,SL,P96,N12,JERAM,16887,71,17,12,0,0,0,0,0,0,314,13015,113,0
BERSATU,SALLEHUDIN BIN AMIRUDDIN,9845,SALLEH AMIRUDDIN,2860,2018-GE,2018,GE,SL,P97,N13,KUANG,26481,77,12,10,2,0,0,0,34,2,0,0,0,0
UMNO,ABDUL SHUKUR BIN IDRUS,6985,DATUK ABDUL SHUKUR BIN IDRUS,0,2018-GE,2018,GE,SL,P97,N13,KUANG,26481,77,12,10,2,0,0,0,34,2,0,0,0,0
PAS,MOHD FAUZAN BIN MADZLAN,5672,USTAZ MOHD FAUZAN MADZLAN,0,2018-GE,2018,GE,SL,P97,N13,KUANG,26481,77,12,10,2,0,0,0,34,2,0,0,0,0
PRM,MOHD RAFIE MOHAMMAD ARIF,44,MOHD RAFIE BIN MOHAMMAD ARIF,0,2018-GE,2018,GE,SL,P97,N13,KUANG,26481,77,12,10,2,0,0,0,34,2,0,0,0,0
UMNO,ABDUL SHUKUR BIN IDRUS,11027,0,1255,2013-GE,2013,GE,SL,P97,N13,KUANG,24319,62,21,16,2,0,0,0,0,0,378,21410,0,0
PKR,TENKU MARAZIYAH BINTI TENKU SULAIMAN,9772,0,0,2013-GE,2013,GE,SL,P97,N13,KUANG,24319,62,21,16,2,0,0,0,0,0,378,21410,0,0
IND,ZAHARIMAN BIN ABD LATIP,233,0,0,2013-GE,2013,GE,SL,P97,N13,KUANG,24319,62,21,16,2,0,0,0,0,0,378,21410,0,0
UMNO,ABDUL SHUKUR B HJ IDRUS,7049,0,517,2008-GE,2008,GE,SL,P97,N13,KUANG,17557,56,26,18,0,0,0,0,0,0,204,14198,413,0
PKR,BADRULAMIN BAHRON,6532,0,0,2008-GE,2008,GE,SL,P97,N13,KUANG,17557,56,26,18,0,0,0,0,0,0,204,14198,413,0
UMNO,SOOHAIMI ABDUL RAHMAN,8016,0,4865,2004-GE,2004,GE,SL,P97,N13,KUANG,15328,51,29,19,1,0,0,0,0,0,288,11455,212,0
PKR,ABDUL RAHIM ABDUL WAHAB,3151,0,0,2004-GE,2004,GE,SL,P97,N13,KUANG,15328,51,29,19,1,0,0,0,0,0,288,11455,212,0
PKR,CHUA WEI KIAT,29946,CHUA WEI KIAT,23860,2018-GE,2018,GE,SL,P97,N14,RAWANG,46125,28,46,26,1,0,0,0,103,12,0,0,0,0
MCA,CHAN WUN HOONG,6086,CHAN WUN HOONG,0,2018-GE,2018,GE,SL,P97,N14,RAWANG,46125,28,46,26,1,0,0,0,103,12,0,0,0,0
PAS,KONG TUCK WAH,2259,KONG TUCK WAH,0,2018-GE,2018,GE,SL,P97,N14,RAWANG,46125,28,46,26,1,0,0,0,103,12,0,0,0,0
BEBAS,AZMAN BIN MOHD NOOR,644,SR AZMAN BIN MOHD NOOR,0,2018-GE,2018,GE,SL,P97,N14,RAWANG,46125,28,46,26,1,0,0,0,103,12,0,0,0,0
PKR,GAN PEI NEI,18358,0,9241,2013-GE,2013,GE,SL,P97,N14,RAWANG,32208,23,50,25,2,0,0,0,0,0,394,27869,0,0
MCA,LEE LI YEW,9117,0,0,2013-GE,2013,GE,SL,P97,N14,RAWANG,32208,23,50,25,2,0,0,0,0,0,394,27869,0,0
PKR,GAN PEI NEI,10467,0,4192,2008-GE,2008,GE,SL,P97,N14,RAWANG,23345,19,56,23,1,0,0,0,0,0,288,17768,34,0
MCA,GOH AH LING,6275,0,0,2008-GE,2008,GE,SL,P97,N14,RAWANG,23345,19,56,23,1,0,0,0,0,0,288,17768,34,0
