Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,StateCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned,Unopposed
PKR,ROSLI BIN IBRAHIM,6090,0,0,2013-GE,2013,GE,PR,P58,N10,ALOR PONGSU,17666,72,11,16,0,0,0,0,0,0,339,14820,0,0
IND,SHAMSUL AMIR BIN RAMLY,105,0,0,2013-GE,2013,GE,PR,P58,N10,ALOR PONGSU,17666,72,11,16,0,0,0,0,0,0,339,14820,0,0
UMNO,SHAM MAT SAHAT,5585,0,95,2008-GE,2008,GE,PR,P58,N10,ALOR PONGSU,15144,70,13,17,0,0,0,0,0,0,391,11481,15,0
PKR,MD NASIB RAHIN,5490,0,0,2008-GE,2008,GE,PR,P58,N10,ALOR PONGSU,15144,70,13,17,0,0,0,0,0,0,391,11481,15,0
UMNO,SHAM MAT SAHAT,7112,0,3416,2004-GE,2004,GE,PR,P58,N10,ALOR PONGSU,15567,69,13,18,0,0,0,0,0,0,417,11238,13,0
PKR,HAMZAH OMRI,3696,0,0,2004-GE,2004,GE,PR,P58,N10,ALOR PONGSU,15567,69,13,18,0,0,0,0,0,0,417,11238,13,0
PAS,RAZMAN BIN ZAKARIA,7444,HJ RAZMAN ZAKARIA,1903,2018-GE,2018,GE,PR,P58,N11,GUNONG SEMANGGOL,20510,85,11,4,0,0,0,0,310,1,0,0,0,0
UMNO,ZAINI BIN CHA,5541,ZAINI BIN CHA,0,2018-GE,2018,GE,PR,P58,N11,GUNONG SEMANGGOL,20510,85,11,4,0,0,0,0,310,1,0,0,0,0
BERSATU,ISMAIL BIN ALI,3520,ISMAIL,0,2018-GE,2018,GE,PR,P58,N11,GUNONG SEMANGGOL,20510,85,11,4,0,0,0,0,310,1,0,0,0,0
PAS,MOHD ZAWAWI BIN ABU HASSAN,8354,0,1405,2013-GE,2013,GE,PR,P58,N11,GUNONG SEMANGGOL,18287,82,13,5,1,0,0,0,0,0,224,15598,0,0
UMNO,ZULKARNAIN BIN ISMAIL,6949,0,0,2013-GE,2013,GE,PR,P58,N11,GUNONG SEMANGGOL,18287,82,13,5,1,0,0,0,0,0,224,15598,0,0
IND,HALIDI BIN WAHAB,71,0,0,2013-GE,2013,GE,PR,P58,N11,GUNONG SEMANGGOL,18287,82,13,5,1,0,0,0,0,0,224,15598,0,0
PAS,RAMLI TUSIN,6959,0,2070,2008-GE,2008,GE,PR,P58,N11,GUNONG SEMANGGOL,15763,80,15,5,0,0,0,0,0,0,285,12440,307,0
UMNO,ABDMUHAIMIN ABDRAHMAN NAZRI,4889,0,0,2008-GE,2008,GE,PR,P58,N11,GUNONG SEMANGGOL,15763,80,15,5,0,0,0,0,0,0,285,12440,307,0
UMNO,ABDUL MUHAIMIN ABDUL RAHMAN NAZRI,5930,0,94,2004-GE,2004,GE,PR,P58,N11,GUNONG SEMANGGOL,16045,80,15,5,0,0,0,0,0,0,220,12021,35,0
PAS,JABERAL @ SABRAN ASMAWI,5836,0,0,2004-GE,2004,GE,PR,P58,N11,GUNONG SEMANGGOL,16045,80,15,5,0,0,0,0,0,0,220,12021,35,0
UMNO,MOHAMAD NOOR BIN DAWOO,5167,MOHAMAD NOOR BIN DAWOO,97,2018-GE,2018,GE,PR,P58,N12,SELINSING,17882,74,18,8,0,0,0,0,16,1,0,0,0,0
PAS,HUSIN BIN DIN,5070,HAJI HUSIN BIN DIN,0,2018-GE,2018,GE,PR,P58,N12,SELINSING,17882,74,18,8,0,0,0,0,16,1,0,0,0,0
AMANAH,AHMAD SAQIF ANSORULLAH BIN AHMAD JIHBADZ MOKHLIS,4016,USTAZ SAQIF ANSORULLAH,0,2018-GE,2018,GE,PR,P58,N12,SELINSING,17882,74,18,8,0,0,0,0,16,1,0,0,0,0
PAS,HUSIN BIN DIN,8215,0,809,2013-GE,2013,GE,PR,P58,N12,SELINSING,18839,73,18,9,0,0,0,0,0,0,280,15901,0,0
UMNO,SHARUDIN BIN AHMAD,7406,0,0,2013-GE,2013,GE,PR,P58,N12,SELINSING,18839,73,18,9,0,0,0,0,0,0,280,15901,0,0
PAS,HUSIN DIN,6149,0,547,2008-GE,2008,GE,PR,P58,N12,SELINSING,16204,71,19,10,0,0,0,0,0,0,301,12314,262,0
UMNO,DATUK ZAILI CHA,5602,0,0,2008-GE,2008,GE,PR,P58,N12,SELINSING,16204,71,19,10,0,0,0,0,0,0,301,12314,262,0
UMNO,ZAILI BIN CHA,6876,0,2165,2004-GE,2004,GE,PR,P58,N12,SELINSING,16133,70,19,11,0,0,0,0,0,0,221,11820,12,0
PAS,AHMAD AWANG,4711,0,0,2004-GE,2004,GE,PR,P58,N12,SELINSING,16133,70,19,11,0,0,0,0,0,0,221,11820,12,0
UMNO,MOHD KAMARUDDIN BIN ABU BAKAR,8993,MOHD KAMARUDDIN BIN ABU BAKAR,329,2018-GE,2018,GE,PR,P59,N13,KUALA SEPETANG,29294,66,26,8,0,0,0,0,21,4,0,0,0,0
PKR,CHUA YEE LING,8664,CHUA YEE LING,0,2018-GE,2018,GE,PR,P59,N13,KUALA SEPETANG,29294,66,26,8,0,0,0,0,21,4,0,0,0,0
PAS,RAHIM BIN ISMAIL,6296,HAJI RAHIM ISMAIL,0,2018-GE,2018,GE,PR,P59,N13,KUALA SEPETANG,29294,66,26,8,0,0,0,0,21,4,0,0,0,0
PKR,CHUA YEE LING,10775,0,758,2013-GE,2013,GE,PR,P59,N13,KUALA SAPETANG,25119,63,29,8,0,0,0,0,0,0,420,21642,0,0
GERAKAN,LOH SWEE ENG,10017,0,0,2013-GE,2013,GE,PR,P59,N13,KUALA SAPETANG,25119,63,29,8,0,0,0,0,0,0,420,21642,0,0
BERJASA,ZAINAL ABIDIN BIN ABD RAHMAN,430,0,0,2013-GE,2013,GE,PR,P59,N13,KUALA SAPETANG,25119,63,29,8,0,0,0,0,0,0,420,21642,0,0
PKR,TAI SING NG,7285,0,564,2008-GE,2008,GE,PR,P59,N13,KUALA SAPETANG,19699,60,32,8,0,0,0,0,0,0,460,14496,30,0
GERAKAN,SEE TEAN SENG,6721,0,0,2008-GE,2008,GE,PR,P59,N13,KUALA SAPETANG,19699,60,32,8,0,0,0,0,0,0,460,14496,30,0
GERAKAN,SEE TEAN SENG,6544,0,2686,2004-GE,2004,GE,PR,P59,N13,KUALA SAPETANG,18351,58,33,9,0,0,0,0,0,0,443,13312,24,0
PKR,ABDUL LATIP ARIFFIN,3858,0,0,2004-GE,2004,GE,PR,P59,N13,KUALA SAPETANG,18351,58,33,9,0,0,0,0,0,0,443,13312,24,0
DAP,CHUAH TIONG SAN,2443,0,0,2004-GE,2004,GE,PR,P59,N13,KUALA SAPETANG,18351,58,33,9,0,0,0,0,0,0,443,13312,24,0
UMNO,AHMAD SAIDI BIN MOHAMAD DAUD,8818,AHMAD SAIDI BIN MOHAMAD DAUD,1922,2018-GE,2018,GE,PR,P59,N14,CHANGKAT JERING,26848,77,14,9,0,0,0,0,18,10,0,0,0,0
AMANAH,MEGAT SHARIFFUDIN BIN IBRAHIM,6896,IR MEGAT SHARIFFUDIN IBRAHIM,0,2018-GE,2018,GE,PR,P59,N14,CHANGKAT JERING,26848,77,14,9,0,0,0,0,18,10,0,0,0,0
PAS,MOHAMMAD NORDIN BIN JAAFAR,6199,USTAZ NORDIN JAAFAR,0,2018-GE,2018,GE,PR,P59,N14,CHANGKAT JERING,26848,77,14,9,0,0,0,0,18,10,0,0,0,0
BEBAS,MOHGANAN A/L P MANIKAM,60,MOHGANAN A/L P MANIKAM,0,2018-GE,2018,GE,PR,P59,N14,CHANGKAT JERING,26848,77,14,9,0,0,0,0,18,10,0,0,0,0
PAS,MOHAMMAD NIZAR BIN JAMALUDDIN,14495,0,1170,2013-GE,2013,GE,PR,P59,N14,CHANGKAT JERING,33095,63,26,11,1,0,0,0,0,0,281,28185,0,0
UMNO,ROSLI BIN HUSIN,13325,0,0,2013-GE,2013,GE,PR,P59,N14,CHANGKAT JERING,33095,63,26,11,1,0,0,0,0,0,281,28185,0,0
IND,ZULKEFLI BIN IBRAHIM,84,0,0,2013-GE,2013,GE,PR,P59,N14,CHANGKAT JERING,33095,63,26,11,1,0,0,0,0,0,281,28185,0,0
PKR,MOHD OSMAN MOHD JAILU,9411,0,1102,2008-GE,2008,GE,PR,P59,N14,CHANGKAT JERING,24864,64,26,10,0,0,0,0,0,0,334,18114,60,0
UMNO,DATUK MAT ISA ISMAIL,8309,0,0,2008-GE,2008,GE,PR,P59,N14,CHANGKAT JERING,24864,64,26,10,0,0,0,0,0,0,334,18114,60,0
UMNO,DATUK MAT ISA ISMAIL,10966,0,4764,2004-GE,2004,GE,PR,P59,N14,CHANGKAT JERING,24143,64,26,10,0,0,0,0,0,0,321,17497,8,0
PAS,MOHAMMAD NORDIN JAAFAR,6202,0,0,2004-GE,2004,GE,PR,P59,N14,CHANGKAT JERING,24143,64,26,10,0,0,0,0,0,0,321,17497,8,0
UMNO,JAMILAH BINTI ZAKARIA,5139,JAMILAH BINTI ZAKARIA,1898,2018-GE,2018,GE,PR,P59,N15,TRONG,13731,77,14,9,0,0,0,0,43,0,0,0,0,0
PAS,MUHAMMAD FAISAL BIN ABDUL RAHMAN,3241,USTAZ FAISAL BIN ABDUL RAHMAN,0,2018-GE,2018,GE,PR,P59,N15,TRONG,13731,77,14,9,0,0,0,0,43,0,0,0,0,0
BERSATU,SHAHARUDDIN BIN ABDUL RASHID,2546,DATUK SHAHARUDDIN ABDUL RASHID,0,2018-GE,2018,GE,PR,P59,N15,TRONG,13731,77,14,9,0,0,0,0,43,0,0,0,0,0
UMNO,ZABRI BIN ABD WAHID,6353,0,1804,2013-GE,2013,GE,PR,P59,N15,TRONG,13043,74,17,9,0,0,0,0,0,0,163,11065,0,0
PAS,NORAZLI BIN MUSA,4549,0,0,2013-GE,2013,GE,PR,P59,N15,TRONG,13043,74,17,9,0,0,0,0,0,0,163,11065,0,0
UMNO,DATUK ROSLI HUSIN,4212,0,916,2008-GE,2008,GE,PR,P59,N15,TRONG,10908,70,20,10,0,0,0,0,0,0,173,7690,9,0
PAS,NOR AZLI MUSA,3296,0,0,2008-GE,2008,GE,PR,P59,N15,TRONG,10908,70,20,10,0,0,0,0,0,0,173,7690,9,0
UMNO,ROSLI HUSSIN,5338,0,3020,2004-GE,2004,GE,PR,P59,N15,TRONG,11386,67,22,11,0,0,0,0,0,0,152,7833,25,0
PAS,MOHD IDRIS ZAKARI,2318,0,0,2004-GE,2004,GE,PR,P59,N15,TRONG,11386,67,22,11,0,0,0,0,0,0,152,7833,25,0
AMANAH,MUHD FADHIL BIN NURUDDIN,9898,IR DR MUHD FADHIL NURUDDIN,1780,2018-GE,2018,GE,PR,P60,N16,KAMUNTING,30000,68,17,12,2,0,0,0,3913,8,0,0,0,0
UMNO,MOHAMMAD ZAHIR BIN ABDUL KHALID,8118,DATO MOHAMMAD ZAHIR BIN ABDUL KHALID,0,2018-GE,2018,GE,PR,P60,N16,KAMUNTING,30000,68,17,12,2,0,0,0,3913,8,0,0,0,0
PAS,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,5276,USTAZ FAKHRUDIN,0,2018-GE,2018,GE,PR,P60,N16,KAMUNTING,30000,68,17,12,2,0,0,0,3913,8,0,0,0,0
UMNO,MOHAMMAD ZAHIR BIN ABDUL KHALID,11784,0,887,2013-GE,2013,GE,PR,P60,N16,KAMUNTING,27348,66,19,13,2,0,0,0,0,0,212,22893,0,0
PAS,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,10897,0,0,2013-GE,2013,GE,PR,P60,N16,KAMUNTING,27348,66,19,13,2,0,0,0,0,0,212,22893,0,0
UMNO,MOHAMED ZAHIR KHALID,7975,0,555,2008-GE,2008,GE,PR,P60,N16,KAMUNTING,21675,66,19,13,2,0,0,0,0,0,358,16179,426,0
PAS,MUHAMAD APARDI SHARRI,7420,0,0,2008-GE,2008,GE,PR,P60,N16,KAMUNTING,21675,66,19,13,2,0,0,0,0,0,358,16179,426,0
UMNO,DATUK DR ABDUL MALEK MOHAMED HANAFIAH,9184,0,4571,2004-GE,2004,GE,PR,P60,N16,KAMUNTING,20382,64,21,15,1,0,0,0,0,0,295,14770,419,0
PAS,MOHAMED GHAZALI TAIN,4613,0,0,2004-GE,2004,GE,PR,P60,N16,KAMUNTING,20382,64,21,15,1,0,0,0,0,0,295,14770,419,0
IND,S SIMON UTHAYA KUMAR,259,0,0,2004-GE,2004,GE,PR,P60,N16,KAMUNTING,20382,64,21,15,1,0,0,0,0,0,295,14770,419,0
DAP,LEOW THYE YIH,16954,LEOW THYE YIH,12032,2018-GE,2018,GE,PR,P60,N17,POKOK ASSAM,28590,22,67,11,1,0,0,0,1110,13,0,0,0,0
MCA,LEE LI KUAN,4922,LEE LI KUAN,0,2018-GE,2018,GE,PR,P60,N17,POKOK ASSAM,28590,22,67,11,1,0,0,0,1110,13,0,0,0,0
DAP,TEH KOK LIM,12780,0,7925,2013-GE,2013,GE,PR,P60,N17,POKOK ASSAM,22360,16,73,11,1,0,0,0,0,0,159,17986,0,0
MCA,HO CHENG WANG,4855,0,0,2013-GE,2013,GE,PR,P60,N17,POKOK ASSAM,22360,16,73,11,1,0,0,0,0,0,159,17986,0,0
IND,MOHD YUSOFF BIN ABDULL HAMID,192,0,0,2013-GE,2013,GE,PR,P60,N17,POKOK ASSAM,22360,16,73,11,1,0,0,0,0,0,159,17986,0,0
DAP,YEE SEU KAI,7574,0,865,2008-GE,2008,GE,PR,P60,N17,POKOK ASSAM,20711,14,75,10,0,0,0,0,0,0,228,14538,27,0
MCA,DATUK HO CHENG WENG,6709,0,0,2008-GE,2008,GE,PR,P60,N17,POKOK ASSAM,20711,14,75,10,0,0,0,0,0,0,228,14538,27,0
MCA,DATUK HO CHENG WANG,0,0,0,2004-GE,2004,GE,PR,P60,N17,POKOK ASSAM,21500,13,76,11,0,0,0,0,0,0,0,0,0,0
DAP,NGA KOR MING,18123,NGA KOR MING,12064,2018-GE,2018,GE,PR,P60,N18,AULONG,32139,27,56,17,1,0,0,0,56,3,0,0,0,0
GERAKAN,SOO KAY PING,6059,SOO KAY PING,0,2018-GE,2018,GE,PR,P60,N18,AULONG,32139,27,56,17,1,0,0,0,56,3,0,0,0,0
DAP,LEOW THYE YIH,14843,0,7330,2013-GE,2013,GE,PR,P60,N18,AULONG,28440,26,57,15,2,0,0,0,0,0,254,22835,0,0
GERAKAN,SOO KAY PING,7513,0,0,2013-GE,2013,GE,PR,P60,N18,AULONG,28440,26,57,15,2,0,0,0,0,0,254,22835,0,0
IND,YEW TIAN HOE,225,0,0,2013-GE,2013,GE,PR,P60,N18,AULONG,28440,26,57,15,2,0,0,0,0,0,254,22835,0,0
DAP,YEW TIAN HOE,9360,0,2808,2008-GE,2008,GE,PR,P60,N18,AULONG,23503,25,58,17,1,0,0,0,0,0,371,16406,123,0
GERAKAN,ONG TENG BOON,6552,0,0,2008-GE,2008,GE,PR,P60,N18,AULONG,23503,25,58,17,1,0,0,0,0,0,371,16406,123,0
GERAKAN,NG CHII FA,9016,0,4005,2004-GE,2004,GE,PR,P60,N18,AULONG,23164,23,59,17,1,0,0,0,0,0,253,15425,524,0
DAP,YEW TIAN HOE,5011,0,0,2004-GE,2004,GE,PR,P60,N18,AULONG,23164,23,59,17,1,0,0,0,0,0,253,15425,524,0
PKR,ABDUL RAHMAN UDA MAT ISA,1145,0,0,2004-GE,2004,GE,PR,P60,N18,AULONG,23164,23,59,17,1,0,0,0,0,0,253,15425,524,0
UMNO,ZAINUN BIN MAT NOOR,5546,ZAINUN BIN MAT NOOR,2370,2018-GE,2018,GE,PR,P61,N19,CHENDEROH,14420,81,14,5,0,0,0,0,16,2,0,0,0,0
PKR,KHAIRUL ANUAR BIN MUSA,3176,KHAIRUL ANUAR MUSA,0,2018-GE,2018,GE,PR,P61,N19,CHENDEROH,14420,81,14,5,0,0,0,0,16,2,0,0,0,0
PAS,MOHAMMAD FARID FAIZI BIN AZIZAN,2944,USTAZ FARID FAIZI,0,2018-GE,2018,GE,PR,P61,N19,CHENDEROH,14420,81,14,5,0,0,0,0,16,2,0,0,0,0
UMNO,ZAINUN BIN MAT NOOR,6457,0,1567,2013-GE,2013,GE,PR,P61,N19,CHENDEROH,13617,80,15,6,0,0,0,0,0,0,196,11543,0,0
PAS,MOHAMAD AZALAN BIN MOHAMAD RADZI,4890,0,0,2013-GE,2013,GE,PR,P61,N19,CHENDEROH,13617,80,15,6,0,0,0,0,0,0,196,11543,0,0
UMNO,DATUK SITI SALMAH MAT JUSAK,4858,0,1039,2008-GE,2008,GE,PR,P61,N19,CHENDEROH,11848,77,17,7,1,0,0,0,0,0,188,8905,40,0
PAS,MOHAMMAD YASSIN MOHAMED YUSOF,3819,0,0,2008-GE,2008,GE,PR,P61,N19,CHENDEROH,11848,77,17,7,1,0,0,0,0,0,188,8905,40,0
UMNO,SITI SALMA MAT JUSAK,5761,0,2826,2004-GE,2004,GE,PR,P61,N19,CHENDEROH,12263,77,17,6,0,0,0,0,0,0,172,8868,21,0
PAS,MOHD YASSIN MOHD YUSOF,2935,0,0,2004-GE,2004,GE,PR,P61,N19,CHENDEROH,12263,77,17,6,0,0,0,0,0,0,172,8868,21,0
UMNO,JURIJ BIN JALALUDIN,4908,DR JURIJ BIN JALALUDIN,409,2018-GE,2018,GE,PR,P61,N20,LUBOK MERBAU,16576,75,17,8,0,0,0,0,24,2,0,0,0,0
PAS,AZIZI BIN MOHAMED RIDZUWAN,4499,USTAZ AZIZI BIN MOHAMED RIDZUWAN,0,2018-GE,2018,GE,PR,P61,N20,LUBOK MERBAU,16576,75,17,8,0,0,0,0,24,2,0,0,0,0
BERSATU,ZULKARNINE BIN HASHIM,4179,ZULKARNINE HASHIM,0,2018-GE,2018,GE,PR,P61,N20,LUBOK MERBAU,16576,75,17,8,0,0,0,0,24,2,0,0,0,0
UMNO,SITI SALMAH BINTI MAT JUSAK,6261,0,53,2013-GE,2013,GE,PR,P61,N20,LUBOK MERBAU,14901,73,18,8,0,0,0,0,0,0,178,12647,0,0
PAS,MOHD ZAINUDIN BIN MOHD YUSOF,6208,0,0,2013-GE,2013,GE,PR,P61,N20,LUBOK MERBAU,14901,73,18,8,0,0,0,0,0,0,178,12647,0,0
PAS,MOHD ZAINUDIN MOHD YUSOF,4664,0,72,2008-GE,2008,GE,PR,P61,N20,LUBOK MERBAU,12549,71,21,8,0,0,0,0,0,0,150,9444,38,0
UMNO,DATUK JAMAL NASIR RADI,4592,0,0,2008-GE,2008,GE,PR,P61,N20,LUBOK MERBAU,12549,71,21,8,0,0,0,0,0,0,150,9444,38,0
UMNO,DATUK JAMAL NASIR,3278,0,1522,2004-GE,2004,GE,PR,P61,N20,LUBOK MERBAU,12600,69,22,9,0,0,0,0,0,0,81,5115,21,0
PAS,ZAINUDDIN YUSOF,1756,0,0,2004-GE,2004,GE,PR,P61,N20,LUBOK MERBAU,12600,69,22,9,0,0,0,0,0,0,81,5115,21,0
UMNO,MOHD ZOLKAFLY BIN HARUN,10605,DATO' HJ MOHD ZOLKAFLY HJ HARUN,4582,2018-GE,2018,GE,PR,P62,N21,LINTANG,25389,57,17,13,13,0,0,0,27,1,0,0,0,0
PKR,MADHI BIN HASAN,6023,MADHI HASAN,0,2018-GE,2018,GE,PR,P62,N21,LINTANG,25389,57,17,13,13,0,0,0,27,1,0,0,0,0
PAS,ISRAN FAHMI BIN ISMAIL,3460,USTAZ FAHMI,0,2018-GE,2018,GE,PR,P62,N21,LINTANG,25389,57,17,13,13,0,0,0,27,1,0,0,0,0
UMNO,MOHD ZOLKAFLY BIN HARUN,11444,0,3977,2013-GE,2013,GE,PR,P62,N21,LINTANG,23433,56,19,15,11,0,0,0,0,0,374,19285,0,0
PAS,AHMAD MAZLAN BIN OTHMAN,7467,0,0,2013-GE,2013,GE,PR,P62,N21,LINTANG,23433,56,19,15,11,0,0,0,0,0,374,19285,0,0
UMNO,DATUK AHAMAD PAKEH ADAM,8066,0,1376,2008-GE,2008,GE,PR,P62,N21,LINTANG,21767,61,21,18,1,0,0,0,0,0,387,15143,0,0
PKR,MOHAMAD AUN YOB ABAS,6690,0,0,2008-GE,2008,GE,PR,P62,N21,LINTANG,21767,61,21,18,1,0,0,0,0,0,387,15143,0,0
UMNO,AHAMAD PAKEH ADAM,9278,0,5389,2004-GE,2004,GE,PR,P62,N21,LINTANG,21785,53,21,18,7,0,0,0,0,0,354,14751,0,0
PAS,IR AHMAD MAZLAN OTHMAN,3889,0,0,2004-GE,2004,GE,PR,P62,N21,LINTANG,21785,53,21,18,7,0,0,0,0,0,354,14751,0,0
DAP,N PONNIAH NARAYANASAMY,1230,0,0,2004-GE,2004,GE,PR,P62,N21,LINTANG,21785,53,21,18,7,0,0,0,0,0,354,14751,0,0
DAP,LOH SZE YEE,16138,LOH SZE YEE,9602,2018-GE,2018,GE,PR,P62,N22,JALONG,29613,15,53,27,4,0,0,0,237,3,0,0,0,0
GERAKAN,TAN LIAN HOE,6536,TAN LIAN HOE,0,2018-GE,2018,GE,PR,P62,N22,JALONG,29613,15,53,27,4,0,0,0,237,3,0,0,0,0
DAP,LOH SZE YEE,13664,0,6769,2013-GE,2013,GE,PR,P62,N22,JALONG,28163,14,56,27,3,0,0,0,0,0,427,20986,0,0
UMNO,LIEW YEW AW,6895,0,0,2013-GE,2013,GE,PR,P62,N22,JALONG,28163,14,56,27,3,0,0,0,0,0,427,20986,0,0
DAP,LEONG MEE MENG,11560,0,5495,2008-GE,2008,GE,PR,P62,N22,JALONG,25657,16,57,27,1,0,0,0,0,0,383,18008,0,0
GERAKAN,CHEAH CHEE KUAN,6065,0,0,2008-GE,2008,GE,PR,P62,N22,JALONG,25657,16,57,27,1,0,0,0,0,0,383,18008,0,0
GERAKAN,DATUK CHANG KO YOUN,9780,0,6142,2004-GE,2004,GE,PR,P62,N22,JALONG,24998,12,59,26,2,0,0,0,0,0,435,16781,0,0
PKR,K KUNASEKARAN,3638,0,0,2004-GE,2004,GE,PR,P62,N22,JALONG,24998,12,59,26,2,0,0,0,0,0,435,16781,0,0
DAP,DING CHING AIK,2928,0,0,2004-GE,2004,GE,PR,P62,N22,JALONG,24998,12,59,26,2,0,0,0,0,0,435,16781,0,0
AMANAH,ASMUNI BIN AWI,20052,ASMUNI AWI,3532,2018-GE,2018,GE,PR,P63,N23,MANJOI,57817,73,16,10,1,0,0,0,60,10,0,0,0,0
UMNO,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,16520,MOHAMAD ZIAD ZAINAL,0,2018-GE,2018,GE,PR,P63,N23,MANJOI,57817,73,16,10,1,0,0,0,60,10,0,0,0,0
PAS,MOHD HAFEZ BIN SABRI,10830,USTAZ HAFEZ SABRI,0,2018-GE,2018,GE,PR,P63,N23,MANJOI,57817,73,16,10,1,0,0,0,60,10,0,0,0,0
UMNO,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,21511,0,132,2013-GE,2013,GE,PR,P63,N23,MANJOI,51036,67,22,10,1,0,0,0,0,0,705,43595,0,0
PAS,ASMUNI BIN AWI,21379,0,0,2013-GE,2013,GE,PR,P63,N23,MANJOI,51036,67,22,10,1,0,0,0,0,0,705,43595,0,0
UMNO,DATUK NADZRI ISMAIL,14804,0,348,2008-GE,2008,GE,PR,P63,N23,MANJOI,39640,66,25,9,0,0,0,0,0,0,473,29814,81,0
PAS,ZULKURNAINI IBRAHIM,14456,0,0,2008-GE,2008,GE,PR,P63,N23,MANJOI,39640,66,25,9,0,0,0,0,0,0,473,29814,81,0
UMNO,DATUK NADRI ISMAIL,17100,0,7890,2004-GE,2004,GE,PR,P63,N23,MANJOI,36906,65,24,10,0,0,0,0,0,0,518,26828,0,0
PKR,ZULKIFLI IBRAHIM,9210,0,0,2004-GE,2004,GE,PR,P63,N23,MANJOI,36906,65,24,10,0,0,0,0,0,0,518,26828,0,0
PKR,MUHAMAD ARAFAT BIN VARISAI MAHAMAD,17766,MUHAMAD ARAFAT,3713,2018-GE,2018,GE,PR,P63,N24,HULU KINTA,49946,59,25,13,4,0,0,0,4649,11,0,0,0,0
UMNO,AMINUDDIN BIN MD HANAFIAH,14053,AMINUDDIN HANAFIAH,0,2018-GE,2018,GE,PR,P63,N24,HULU KINTA,49946,59,25,13,4,0,0,0,4649,11,0,0,0,0
PAS,MAT SALLEH BIN SAID,7425,USTAZ SALLEH SAID,0,2018-GE,2018,GE,PR,P63,N24,HULU KINTA,49946,59,25,13,4,0,0,0,4649,11,0,0,0,0
BEBAS,MURUGIAH A/L SUBRAMANIAM,217,MURUGIAH SUBRAMANIAM,0,2018-GE,2018,GE,PR,P63,N24,HULU KINTA,49946,59,25,13,4,0,0,0,4649,11,0,0,0,0
UMNO,AMINUDDIN BIN MD HANAFIAH,18893,0,6118,2013-GE,2013,GE,PR,P63,N24,HULU KINTA,38399,60,22,15,4,0,0,0,0,0,616,32534,0,0
PKR,MATINAGARAN A/L ARUMUGAM,12775,0,0,2013-GE,2013,GE,PR,P63,N24,HULU KINTA,38399,60,22,15,4,0,0,0,0,0,616,32534,0,0
IND,SULAIMAN BIN ZAKARIYA,250,0,0,2013-GE,2013,GE,PR,P63,N24,HULU KINTA,38399,60,22,15,4,0,0,0,0,0,616,32534,0,0
UMNO,DATUK ROSNAH KASSIM,13057,0,5232,2008-GE,2008,GE,PR,P63,N24,HULU KINTA,29326,62,23,14,2,0,0,0,0,0,629,22122,251,0
PKR,A AYYATHURAI,7825,0,0,2008-GE,2008,GE,PR,P63,N24,HULU KINTA,29326,62,23,14,2,0,0,0,0,0,629,22122,251,0
IND,M SATHIYASEELAN,360,0,0,2008-GE,2008,GE,PR,P63,N24,HULU KINTA,29326,62,23,14,2,0,0,0,0,0,629,22122,251,0
UMNO,DATUK MAZIDAH ZAKARIA,14104,0,8261,2004-GE,2004,GE,PR,P63,N24,HULU KINTA,28313,60,23,14,3,0,0,0,0,0,840,20787,0,0
PAS,ZULKARNAIN IBRAHIM,5843,0,0,2004-GE,2004,GE,PR,P63,N24,HULU KINTA,28313,60,23,14,3,0,0,0,0,0,840,20787,0,0
DAP,JENNY CHOY TSI JEN,21268,JENNY CHOY TSI JEN,18292,2018-GE,2018,GE,PR,P64,N25,CANNING,32215,8,82,9,1,0,0,0,881,39,0,0,0,0
GERAKAN,LIEW KAR TUAN,2976,LIEW KAR TUAN,0,2018-GE,2018,GE,PR,P64,N25,CANNING,32215,8,82,9,1,0,0,0,881,39,0,0,0,0
DAP,WONG KAH WOH,21068,0,14444,2013-GE,2013,GE,PR,P64,N25,CANNING,35181,14,76,8,3,0,0,0,0,0,302,27994,0,0
GERAKAN,CEYLYN TAY WEI LUNG,6624,0,0,2013-GE,2013,GE,PR,P64,N25,CANNING,35181,14,76,8,3,0,0,0,0,0,302,27994,0,0
DAP,WONG KAR WOH,13923,0,5666,2008-GE,2008,GE,PR,P64,N25,CANNING,31990,13,78,8,1,0,0,0,0,0,303,22854,371,0
GERAKAN,VINCENT HOOI WY HON,8257,0,0,2008-GE,2008,GE,PR,P64,N25,CANNING,31990,13,78,8,1,0,0,0,0,0,303,22854,371,0
GERAKAN,VINCENT HOOI WY HON,10901,0,1848,2004-GE,2004,GE,PR,P64,N25,CANNING,30295,8,83,8,1,0,0,0,0,0,415,20369,135,0
DAP,TEH HOCK KE,9053,0,0,2004-GE,2004,GE,PR,P64,N25,CANNING,30295,8,83,8,1,0,0,0,0,0,415,20369,135,0
